BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info;;
Europe;STALDON LINEA;EULI80S33260;Formation nommée;Ligne allongée sombre ou brillante;LI;STALDON LINEA;Approuvé par l'UAI en 2003;Endroit;Angleterre;anglais;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Angleterre.;332,60;332°36';-0,80;0°-48';1 525,00;???;Europa;5681;Staldon Linea;Staldon Linea;Linea, lineae;LI;1 525,00;-0.8;332.6;28,00;-27.3;335,00;334,00;Planetographic  +East  0 - 360;;Stone row in England.;Europe;England;Approved;2003;142;10/01/2006;;;
Europe;TALIESIN;EUAA2280S22200;Formation nommée;Cratère;AA;TALIESIN;Approuvé par l'UAI en 1985;Magicien;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Files de Bran, magicien celte.;222,00;222°0';-22,80;-22°-48';50,00;50;Europa;5838;Taliesin;Taliesin;Crater, craters;AA;50,00;-22.8;222,00;-22,00;-23.7;223,00;220.9;Planetographic  +East  0 - 360;;"Celtic, son of Bran; magician.";Europe;Celtic;Approved;1985;27;10/01/2006;;;
Europe;TARA REGIO;EURE1000S28500;Formation nommée;Grande région géographique;RE;TARA REGIO;Approuvé par l'UAI le 11 Mai 2007;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dans la mythologie celte, la principale résidence royale des rois.;285,00;285°0';-10,00;-10°0';1 780,00;???;Europa;14296;Tara Regio;Tara Regio;Regio, regiones;RE;1 780,00;-10,00;285,00;20,00;-35,00;318,00;253,00;Planetographic  +East  0 - 360;;In Celtic mythology, the main royal residence of the High Kings.;Europe;Celtic;Approved;May 11, 2007;160;05/11/2007;;;
Europe;TECTAMUS LINEA;EULI2690N16080;Formation nommée;Ligne allongée sombre ou brillante;LI;TECTAMUS LINEA;Approuvé par l'UAI en 1985;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Père d'Asterius.;160,80;160°48';26,90;26°53';2 096,00;???;Europa;5895;Tectamus Linea;Tectamus Linea;Linea, lineae;LI;2 096,00;26.9;160.8;11.2;4.6;194.8;127,00;Planetographic  +East  0 - 360;;Father of Asterius.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europe;TEGID;EUAA80N19560;Formation nommée;Cratère;AA;TEGID;Approuvé par l'UAI en 1985;Héros;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Héros celte qui vivait dans le lac Bula.;195,60;195°35';0,80;0°48';29,70;29,7;Europa;5897;Tegid;Tegid;Crater, craters;AA;29.7;0.8;195.6;1.4;0.2;196.1;195.1;Planetographic  +East  0 - 360;;Celtic hero who lived in Bula Lake.;Europe;Celtic;Approved;1985;27;10/01/2006;;;
Europe;TELEPHASSA LINEA;EULI80S18280;Formation nommée;Ligne allongée sombre ou brillante;LI;TELEPHASSA LINEA;Approuvé par l'UAI en 1985;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Mère d'Europe.;182,80;182°48';-0,80;0°-48';777,00;???;Europa;5907;Telephassa Linea;Telephassa Linea;Linea, lineae;LI;777,00;-0.8;182.8;-5,00;-8.1;194,00;169.1;Planetographic  +East  0 - 360;;Europa's mother.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europe;THASUS LINEA;EULI6610S17600;Formation nommée;Ligne allongée sombre ou brillante;LI;THASUS LINEA;Approuvé par l'UAI en 1979;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Frère d'Europe.;176,00;176°0';-66,10;-66°-5';669,30;???;Europa;5950;Thasus Linea;Thasus Linea;Linea, lineae;LI;669.3;-66.1;176,00;-54.7;-75.5;185.1;150.5;Planetographic  +East  0 - 360;;"Greek; brother of Europa.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;THERA MACULA;EUMA4670S17880;Formation nommée;Tache sombre;MA;THERA MACULA;Approuvé par l'UAI en 1979;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Endroit où Cadmus arrêta sa recherche d'Europe.;178,80;178°48';-46,70;-46°-42';95,00;???;Europa;5967;Thera Macula;Thera Macula;Macula, maculae;MA;95,00;-46.7;178.8;-44.9;-48.4;181.1;176.2;Planetographic  +East  0 - 360;;"Greek; place where Cadmus stopped in his search for Europa.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;THRACE MACULA;EUMA4590S18790;Formation nommée;Tache sombre;MA;THRACE MACULA;Approuvé par l'UAI en 1979;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Endroit où Cadmus arrêta sa recherche d'Europe.;187,90;187°54';-45,90;-45°-53';180,20;???;Europa;5984;Thrace Macula;Thrace Macula;Macula, maculae;MA;180.2;-45.9;187.9;-42.4;-48.9;190.2;186,00;Planetographic  +East  0 - 360;;Place in northern Greece where Cadmus stopped in his search for Europa.;Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;THYNIA LINEA;EULI5920S20550;Formation nommée;Ligne allongée sombre ou brillante;LI;THYNIA LINEA;Approuvé par l'UAI en 1985;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;péninsule entre la Mer Noire et la Mer de Marmara, là où Phineus chercha Europe.;205,50;205°30';-59,20;-59°-12';412,60;???;Europa;5989;Thynia Linea;Thynia Linea;Linea, lineae;LI;412.6;-59.2;205.5;-53.4;-65.2;216,00;198.2;Planetographic  +East  0 - 360;;Peninsula between Black and Marmara Seas, where Phineus sought Europa.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europe;TORMSDALE LINEA;EULI4770N10200;Formation nommée;Ligne allongée sombre ou brillante;LI;TORMSDALE LINEA;Approuvé par l'UAI en 2003;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Irlande.;102,00;102°0';47,70;47°42';875,00;???;Europa;6062;Tormsdale Linea;Tormsdale Linea;Linea, lineae;LI;875,00;47.7;102,00;60,00;30.3;111,00;91.3;Planetographic  +East  0 - 360;;Stone row in Ireland.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europe;TUAG;EUAA5992N18764;Formation nommée;Cratère;AA;TUAG;Approuvé par l'UAI en 2006;Déesse;Irlande;irlandaise;Non applicable;Non applicable;Non applicable;Non applicable;Déesse irlandaise de l'aurore.;187,64;187°38';59,92;59°55';15,20;15,2;Europa;6975;Tuag;Tuag;Crater, craters;AA;15.2;59.92;187.64;60.13;59.68;188.27;187.18;Planetographic  +East  0 - 360;;Irish dawn goddess.;Europe;Ireland;Approved;2006;83;10/01/2006;;;
Europe;TYRE;EULG3360N21340;Formation nommée;Grande formation en forme d'anneau;LG;TYRE;Approuvé par l'UAI en 1997;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Rivage où Zeus enleva Europe. Nouveau nom de Tyre Macula.;213,40;213°24';33,60;33°36';149,00;???;Europa;6170;Tyre;Tyre;Large ringed feature;LG;149,00;33.6;213.4;36.3;31.2;216.8;210.2;Planetographic  +East  0 - 360;;"Greek; the seashore from which Zeus abducted Europa. Changed from Tyre Macula.";Europe;Greek;Approved;1997;19;10/01/2006;;;
Europe;[TYRE MACULA];EUMA3170N21300;Formation nommée;Tache sombre;MA;[TYRE MACULA];Approuvé par l'UAI en 1979;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Rivage où Zeus enleva Europe. Ancien nom de Tyre.;213,00;213°0';31,70;31°42';148,00;???;Europa;6920;[Tyre Macula];Tyre Macula;Macula, maculae;MA;148,00;31.7;213,00;31.9;31.6;216.1;209.8;Planetographic  +East  0 - 360;;"Greek; the seashore from which Zeus abducted Europa. Changed to Tyre.";Europe;Greek;Dropped;1979;19;03/01/2007;;;
Europe;UAITHNE;EUAA4850S26930;Formation nommée;Cratère;AA;UAITHNE;Approuvé par l'UAI en 2000;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Harpiste de Dagda, le père de tous les dieux dans les mythes celtes.;269,30;269°18';-48,50;-48°-30';6,50;6,5;Europa;6179;Uaithne;Uaithne;Crater, craters;AA;6.5;-48.5;269.3;-48.3;-48.6;269.5;269.1;Planetographic  +East  0 - 360;;The harpist for Dagda, the father of all gods in Celtic myths.;Europe;Celtic;Approved;2000;160;10/01/2006;;;
Europe;UDAEUS LINEA;EULI4860N12060;Formation nommée;Ligne allongée sombre ou brillante;LI;UDAEUS LINEA;Approuvé par l'UAI en 2003;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Survivant humain que Cadmus recousut avec une dent du dragon, un des fondateur de Thèbes.;120,60;120°35';48,60;48°36';2 050,00;???;Europa;6183;Udaeus Linea;Udaeus Linea;Linea, lineae;LI;2 050,00;48.6;120.6;38,00;37.8;166.8;68.2;Planetographic  +East  0 - 360;;In Greek mythology, survivors of the men Cadmus sowed with dragon's teeth.;Europe;Greek;Approved;2003;19;10/01/2006;;;
Europe;YELLAND LINEA;EULI1670S16400;Formation nommée;Ligne allongée sombre ou brillante;LI;YELLAND LINEA;Approuvé par l'UAI en 2006;Endroit;Angleterre;anglais;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Angleterre.;164,00;164°0';-16,70;-16°-42';186,00;???;Europa;6651;Yelland Linea;Yelland Linea;Linea, lineae;LI;186,00;-16.7;164,00;-14.2;-19.8;165.7;161.5;Planetographic  +East  0 - 360;;Stone row in England.;Europe;England;Approved;2006;142;10/01/2006;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
