BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info;;
Europa;GLAUKOS LINEA;EULI5780N12910;Named formation;Dark or bright elongate marking;LI;GLAUKOS LINEA;Approuved by IAU in 2003;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Son of Minos in Greek mythology.;129,10;129°5';57,80;57°47';1 400,00;???;Europa;2185;Glaukos Linea;Glaukos Linea;Linea, lineae;LI;1 400,00;57.8;129.1;78.4;30.7;131.4;107.7;Planetographic  +East  0 - 360;;Son of Minos in Greek mythology.;Europe;Greek;Approved;2003;27;10/01/2006;;;
Europa;GORTYNA FLEXUS;EUFE4210S21540;Named formation;Curvilinear low ridge;FE;GORTYNA FLEXUS;Approuved by IAU in 1979;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Place on Crete where Zeus brought Europa.;215,40;215°24';-42,10;-42°-6';940,00;???;Europa;2226;Gortyna Flexus;Gortyna Flexus;Flexus, flexÅ«s;FE;940,00;-42.1;215.4;-25.4;-50,00;223.2;184.2;Planetographic  +East  0 - 360;;Place on Crete where Zeus brought Europa.;Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;GOVANNAN;EUAA3730S5720;Named formation;Crater;AA;GOVANNAN;Approuved by IAU in 1997;Human;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;One of the Children of Don, a smith and brewer.;57,20;57°12';-37,30;-37°-17';11,50;11,5;Europa;2228;Govannan;Govannan;Crater, craters;AA;11.5;-37.3;57.2;-37,00;-37.4;57.5;57,00;Planetographic  +East  0 - 360;;One of the Children of Don, a smith and brewer.;Europe;Celtic;Approved;1997;1;10/01/2006;;;
Europa;GRAINNE;EUAA5970S26060;Named formation;Crater;AA;GRAINNE;Approuved by IAU in 2000;Human;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Daughter of Cormac Mac Art, the mythical High King of Ulster, and wife of Diarmuid.;260,60;260°36';-59,70;-59°-42';13,50;13,5;Europa;2263;GrÃ¡inne;Grainne;Crater, craters;AA;13.5;-59.7;260.6;-59.5;-60,00;261.1;260.1;Planetographic  +East  0 - 360;;Daughter of Cormac Mac Art, the mythical High King of Ulster, and wife of Diarmuid.;Europe;Ireland;Approved;2000;152;11/17/08;;;
Europa;GWERN;EUAA914N1546;Named formation;Crater;AA;GWERN;Approuved by IAU in 2006;Human;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Son of Branwen in Celtic mythology.;15,46;15°27';9,14;9°8';22,20;22,2;Europa;6970;Gwern;Gwern;Crater, craters;AA;22.2;9.14;15.46;9.57;8.73;15.91;15.03;Planetographic  +East  0 - 360;;Son of Branwen in Celtic mythology.;Europe;Celtic;Approved;2006;83;10/01/2006;;;
Europa;GWYDION;EUAA6050S27840;Named formation;Crater;AA;GWYDION;Approuved by IAU in 2000;Poet;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic poet, one of the children of the mother goddess Don.;278,40;278°23';-60,50;-60°-30';5,00;5;Europa;2296;Gwydion;Gwydion;Crater, craters;AA;5,00;-60.5;278.4;-60.4;-60.6;278.6;278.3;Planetographic  +East  0 - 360;;Celtic poet, one of the children of the mother goddess Don.;Europe;Celtic;Approved;2000;1;10/01/2006;;;
Europa;HARMONIA LINEA;EULI2800N18830;Named formation;Dark or bright elongate marking;LI;HARMONIA LINEA;Approuved by IAU in 1997;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Wife of Cadmus.;188,30;188°18';28,00;28°0';1 154,00;???;Europa;2368;Harmonia Linea;Harmonia Linea;Linea, lineae;LI;1 154,00;28,00;188.3;32,00;17.5;210.9;167.4;Planetographic  +East  0 - 360;;Wife of Cadmus.;Europe;Greek;Approved;1997;1;10/01/2006;;;
Europa;HYPERENOR LINEA;EULI1210S3560;Named formation;Dark or bright elongate marking;LI;HYPERENOR LINEA;Approuved by IAU in 1997;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Survivor of the men Cadmus sowed with dragon's teeth, a founder of Thebes.;35,60;35°36';-12,10;-12°-5';2 996,00;???;Europa;2615;Hyperenor Linea;Hyperenor Linea;Linea, lineae;LI;2 996,00;-12.1;35.6;35,00;-45.3;345.4;65.6;Planetographic  +East  0 - 360;;Survivor of the men Cadmus sowed with dragon's teeth, a founder of Thebes.;Europe;Greek;Approved;1997;19;10/01/2006;;;
Europa;INO LINEA;EULI170S18540;Named formation;Dark or bright elongate marking;LI;INO LINEA;Approuved by IAU in 1997;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Daughter of Harmonia and Cadmus.;185,40;185°24';-1,70;-1°-42';1 515,00;???;Europa;2699;Ino Linea;Ino Linea;Linea, lineae;LI;1 515,00;-1.7;185.4;15.6;-16.4;206.6;161.8;Planetographic  +East  0 - 360;;Daughter of Harmonia and Cadmus.;Europe;Greek;Approved;1997;1;10/01/2006;;;
Europa;KATREUS LINEA;EULI3880S14670;Named formation;Dark or bright elongate marking;LI;KATREUS LINEA;Approuved by IAU in 2000;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Son of Minos in Greek mythology.;146,70;146°41';-38,80;-38°-47';195,00;???;Europa;2959;Katreus Linea;Katreus Linea;Linea, lineae;LI;195,00;-38.8;146.7;-37.6;-39.7;151.3;142.6;Planetographic  +East  0 - 360;;Son of Minos in Greek mythology.;Europe;Greek;Approved;2000;19;10/01/2006;;;
Europa;KENNET LINEA;EULI4100S4800;Named formation;Dark or bright elongate marking;LI;KENNET LINEA;Approuved by IAU in 2003;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in England.;48,00;48°0';-41,00;-41°0';3 200,00;???;Europa;2988;Kennet Linea;Kennet Linea;Linea, lineae;LI;3 200,00;-41,00;48,00;-26.6;-27.3;114.2;360,00;Planetographic  +East  0 - 360;;Stone row in England.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europa;LIBYA LINEA;EULI5400S17900;Named formation;Dark or bright elongate marking;LI;LIBYA LINEA;Approuved by IAU in 1979;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; Agenor's mother.";179,00;179°0';-54,00;-54°0';366,00;???;Europa;3390;Libya Linea;Libya Linea;Linea, lineae;LI;366,00;-54,00;179,00;-49.7;-59.3;186.3;169.7;Planetographic  +East  0 - 360;;"Greek; Agenor's mother.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;LLYR;EUAA180S13820;Named formation;Crater;AA;LLYR;Approuved by IAU in 2000;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic sea god.;138,20;138°11';-1,80;-1°-48';1,10;1,1;Europa;3435;Llyr;Llyr;Crater, craters;AA;1.1;-1.8;138.2;;;;;Planetographic  +East  0 - 360;;Celtic sea god.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europa;LUCHTAR;EUAA4020S10243;Named formation;Crater;AA;LUCHTAR;Approuved by IAU in 2006;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic god of carpentry.;102,43;102°25';-40,20;-40°-12';19,90;19,9;Europa;6971;Luchtar;Luchtar;Crater, craters;AA;19.9;-40.2;102.43;-39.91;-40.5;102.89;101.93;Planetographic  +East  0 - 360;;Celtic god of carpentry.;Europe;Celtic;Approved;2006;160;10/01/2006;;;
Europa;LUG;EUAA2799N31569;Named formation;Crater;AA;LUG;Approuved by IAU in 2006;God;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Irish omnicompetent god.;315,69;315°41';27,99;27°59';11,00;11;Europa;6972;Lug;Lug;Crater, craters;AA;11,00;27.99;315.69;28.18;27.78;315.94;315.45;Planetographic  +East  0 - 360;;Irish omnicompetent god.;Europe;Ireland;Approved;2006;1;5/15/10;;;
Europa;MAEL DUIN;EUAA1680S16210;Named formation;Crater;AA;MAEL DUIN;Approuved by IAU in 2000;Hero;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic hero.;162,10;162°5';-16,80;-16°-48';2,00;2;Europa;3569;Mael DÃºin;Mael Duin;Crater, craters;AA;2,00;-16.8;162.1;;;;;Planetographic  +East  0 - 360;;Celtic hero.;Europe;Celtic;Approved;2000;152;11/17/08;;;
Europa;MAEVE;EUAA5880N28110;Named formation;Crater;AA;MAEVE;Approuved by IAU in 2000;Queen;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Mythological Irish queen of Connacht province.;281,10;281°6';58,80;58°47';21,30;21,3;Europa;3571;Maeve;Maeve;Crater, craters;AA;21.3;58.8;281.1;59.2;58.4;281.9;280.3;Planetographic  +East  0 - 360;;Mythological Irish queen of Connacht province.;Europe;Ireland;Approved;2000;152;10/01/2006;;;
Europa;MANANNAN;EUAA310N12030;Named formation;Crater;AA;MANANNAN;Approuved by IAU in 1997;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Irish sea and fertility god.;120,30;120°17';3,10;3°6';30,00;30;Europa;3622;ManannÃ¡n;Manannan;Crater, craters;AA;30,00;3.1;120.3;3.8;2.4;120.9;119.5;Planetographic  +East  0 - 360;;Irish sea and fertility god.;Europe;Celtic;Approved;1997;1;11/17/08;;;
Europa;MATH;EUAA2560S17630;Named formation;Crater;AA;MATH;Approuved by IAU in 2000;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic god of wealth and treasure.;176,30;176°18';-25,60;-25°-36';10,80;10,8;Europa;3749;Math;Math;Crater, craters;AA;10.8;-25.6;176.3;-25.4;-25.8;176.5;176.1;Planetographic  +East  0 - 360;;Celtic god of wealth and treasure.;Europe;Celtic;Approved;2000;160;10/01/2006;;;
Europa;MEHEN LINEA;EULI5600N12330;Named formation;Dark or bright elongate marking;LI;MEHEN LINEA;Approuved by IAU in 2003;Place;France;French;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in Brittany, France.;123,30;123°17';56,00;56°0';1 500,00;???;Europa;3803;Mehen Linea;Mehen Linea;Linea, lineae;LI;1 500,00;56,00;123.3;47.1;47.1;165.2;81.7;Planetographic  +East  0 - 360;;Stone row in Brittany, France.;Europe;France;Approved;2003;142;10/01/2006;;;
Europa;MERRIVALE LINEA;EULI4100S6050;Named formation;Dark or bright elongate marking;LI;MERRIVALE LINEA;Approuved by IAU in 2003;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in England.;60,50;60°30';-41,00;-41°0';1 600,00;???;Europa;3861;Merrivale Linea;Merrivale Linea;Linea, lineae;LI;1 600,00;-41,00;60.5;-12.6;-69,00;67.3;42,00;Planetographic  +East  0 - 360;;Stone row in England.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europa;MIDIR;EUAA365N2125;Named formation;Crater;AA;MIDIR;Approuved by IAU in 2006;Deity;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Gaelic fate and underworld deity.;21,25;21°15';3,65;3°39';37,40;37,4;Europa;6973;Midir;Midir;Crater, craters;AA;37.4;3.65;21.25;4.33;2.96;21.92;20.66;Planetographic  +East  0 - 360;;Gaelic fate and underworld deity.;Europe;Celtic;Approved;2006;83;10/01/2006;;;
Europa;MINOS LINEA;EULI4720N16480;Named formation;Dark or bright elongate marking;LI;MINOS LINEA;Approuved by IAU in 1979;Demigod;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; son of Europa and Zeus.";164,80;164°48';47,20;47°12';2 170,00;???;Europa;3915;Minos Linea;Minos Linea;Linea, lineae;LI;2 170,00;47.2;164.8;33.8;33.7;209.8;112.1;Planetographic  +East  0 - 360;;"Greek; son of Europa and Zeus.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;MORVRAN;EUAA490S20740;Named formation;Crater;AA;MORVRAN;Approuved by IAU in 1985;Human;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;"Celtic; ugly son of Tegid.";207,40;207°24';-4,90;-4°-54';15,00;15;Europa;4045;Morvran;Morvran;Crater, craters;AA;15,00;-4.9;207.4;-4.6;-5.2;207.7;207.1;Planetographic  +East  0 - 360;;"Celtic; ugly son of Tegid.";Europe;Celtic;Approved;1985;27;10/01/2006;;;
Europa;MOYTURA REGIO;EURE5000S6570;Named formation;Broad geographic region;RE;MOYTURA REGIO;Approuved by IAU in 1997;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Location of battles between the Fomorians and the Tautha de Danann.;65,70;65°42';-50,00;-50°0';483,00;???;Europa;4057;Moytura Regio;Moytura Regio;Regio, regiones;RE;483,00;-50,00;65.7;-43.1;-55.7;74.7;52.6;Planetographic  +East  0 - 360;;Location of battles between the Fomorians and the Tautha de Danann.;Europe;Celtic;Approved;1997;1;10/01/2006;;;
Europa;MURIAS CHAOS;EUCH2240N27620;Named formation;Distinctive area of broken terrain;CH;MURIAS CHAOS;Approuved by IAU in 2003;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;One of the four great cities of the Tuatha DÃ© Danann (the people of the goddess Danu, the wizards) in Irish Celtic myths.;276,20;276°11';22,40;22°23';116,00;???;Europa;4074;Murias Chaos;Murias Chaos;Chaos, chaoses;CH;116,00;22.4;276.2;24,00;20.6;278.6;274.1;Planetographic  +East  0 - 360;;One of the four great cities of the Tuatha DÃ© Danann (the people of the goddess Danu, the wizards) in Irish Celtic myths.;Europe;Celtic;Approved;2003;160;11/17/08;;;
Europa;NARBERTH CHAOS;EUCH2600S8700;Named formation;Distinctive area of broken terrain;CH;NARBERTH CHAOS;Approuved by IAU in Aug 23, 2007;Human;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;"Chief court of Pwyll; he first saw his future wife Rhiannon at a nearby mound.";87,00;87°0';-26,00;-26°0';20,00;???;Europa;14304;Narberth Chaos;Narberth Chaos;Chaos, chaoses;CH;20,00;-26,00;87,00;;;;;Planetographic  +East  0 - 360;;"Chief court of Pwyll; he first saw his future wife Rhiannon at a nearby mound.";Europe;Celtic;Approved;Aug 23, 2007;128;8/23/07;;;
Europa;NIAMH;EUAA2110N14310;Named formation;Crater;AA;NIAMH;Approuved by IAU in 2000;Goddess;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Golden-haired daughter of the Celtic sea and fertility god ManannÃ¡n.;143,10;143°5';21,10;21°6';5,00;5;Europa;4245;Niamh;Niamh;Crater, craters;AA;5,00;21.1;143.1;;;;;Planetographic  +East  0 - 360;;Golden-haired daughter of the Celtic sea and fertility god ManannÃ¡n.;Europe;Celtic;Approved;2000;83;11/17/08;;;
Europa;OGMA;EUAA8745N7214;Named formation;Crater;AA;OGMA;Approuved by IAU in 2006;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic god of eloquence and literature, a son of Dagda.;72,14;72°8';87,45;87°27';5,00;5;Europa;6974;Ogma;Ogma;Crater, craters;AA;5,00;87.45;72.14;87.53;87.37;73.66;70.05;Planetographic  +East  0 - 360;;Celtic god of eloquence and literature, a son of Dagda.;Europe;Celtic;Approved;2006;160;10/01/2006;;;
Europa;OISIN;EUAA5230S14660;Named formation;Crater;AA;OISIN;Approuved by IAU in 2000;Hero;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Mythical Irish warrior, son of Fionn Mac Cumhail and Sadb.;146,60;146°35';-52,30;-52°-17';6,20;6,2;Europa;4421;OisÃ­n;Oisin;Crater, craters;AA;6.2;-52.3;146.6;-52.2;-52.4;146.8;146.4;Planetographic  +East  0 - 360;;Mythical Irish warrior, son of Fionn Mac Cumhail and Sadb.;Europe;Ireland;Approved;2000;160;11/17/08;;;
Europa;ONGA LINEA;EULI3870S14870;Named formation;Dark or bright elongate marking;LI;ONGA LINEA;Approuved by IAU in 2000;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Phoenician name for Athene.;148,70;148°41';-38,70;-38°-42';870,00;???;Europa;4465;Onga Linea;Onga Linea;Linea, lineae;LI;870,00;-38.7;148.7;-36.4;-36.7;169.3;129.7;Planetographic  +East  0 - 360;;Phoenician name for Athene.;Europe;Greek;Approved;2000;19;10/01/2006;;;
Europa;PELAGON LINEA;EULI3550N18640;Named formation;Dark or bright elongate marking;LI;PELAGON LINEA;Approuved by IAU in 1997;King;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;King who sold Cadmus the cow with a white full moon on each flank.;186,40;186°24';35,50;35°30';616,70;???;Europa;4637;Pelagon Linea;Pelagon Linea;Linea, lineae;LI;616.7;35.5;186.4;36.5;31.5;198.5;172.1;Planetographic  +East  0 - 360;;King who sold Cadmus the cow with a white full moon on each flank.;Europe;Greek;Approved;1997;19;10/01/2006;;;
Europa;PELORUS LINEA;EULI1980S17170;Named formation;Dark or bright elongate marking;LI;PELORUS LINEA;Approuved by IAU in 1979;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; survivor of the men Cadmus sowed with the dragon's teeth; a founder of Thebes.";171,70;171°41';-19,80;-19°-48';1 535,00;???;Europa;4643;Pelorus Linea;Pelorus Linea;Linea, lineae;LI;1 535,00;-19.8;171.7;-9.4;-21.5;200.4;148,00;Planetographic  +East  0 - 360;;"Greek; survivor of the men Cadmus sowed with the dragon's teeth; a founder of Thebes.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;PHINEUS LINEA;EULI2980S4010;Named formation;Dark or bright elongate marking;LI;PHINEUS LINEA;Approuved by IAU in 1979;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; brother of Europa.";40,10;40°6';-29,80;-29°-48';2 004,00;???;Europa;4695;Phineus Linea;Phineus Linea;Linea, lineae;LI;2 004,00;-29.8;40.1;-19.2;-23.5;78.6;360,00;Planetographic  +East  0 - 360;;"Greek; brother of Europa.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;PHOCIS FLEXUS;EUFE4450S16160;Named formation;Curvilinear low ridge;FE;PHOCIS FLEXUS;Approuved by IAU in 1985;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Where the cow lead Cadmus before it stopped at the site of Thebes.;161,60;161°35';-44,50;-44°-30';242,00;???;Europa;4703;Phocis Flexus;Phocis Flexus;Flexus, flexÅ«s;FE;242,00;-44.5;161.6;-46,00;-46.8;168.8;155.8;Planetographic  +East  0 - 360;;Where the cow lead Cadmus before it stopped at the site of Thebes.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europa;PHOENIX LINEA;EULI1660N17120;Named formation;Dark or bright elongate marking;LI;PHOENIX LINEA;Approuved by IAU in 1985;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Brother of Europa.;171,20;171°11';16,60;16°36';1 621,00;???;Europa;4707;Phoenix Linea;Phoenix Linea;Linea, lineae;LI;1 621,00;16.6;171.2;11.5;5.1;200.1;143.4;Planetographic  +East  0 - 360;;Brother of Europa.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europa;POWYS REGIO;EURE0N21500;Named formation;Broad geographic region;RE;POWYS REGIO;Approuved by IAU in May 11, 2007;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;In Celtic mythology, ancient kingdom of mid-Wales.;215,00;215°0';0,00;0°0';2 000,00;???;Europa;14295;Powys Regio;Powys Regio;Regio, regiones;RE;2 000,00;0,00;215,00;30,00;-40,00;250,00;190,00;Planetographic  +East  0 - 360;;In Celtic mythology, ancient kingdom of mid-Wales.;Europe;Wales;Approved;May 11, 2007;160;05/11/2007;;;
Europa;PRYDERI;EUAA6610S20090;Named formation;Crater;AA;PRYDERI;Approuved by IAU in 2000;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Son of Pwyll, Celtic god of the underworld.;200,90;200°54';-66,10;-66°-5';1,70;1,7;Europa;4856;Pryderi;Pryderi;Crater, craters;AA;1.7;-66.1;200.9;;;;;Planetographic  +East  0 - 360;;Son of Pwyll, Celtic god of the underworld.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europa;PWYLL;EUAA2520S8860;Named formation;Crater;AA;PWYLL;Approuved by IAU in 1997;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic god of the underworld.;88,60;88°35';-25,20;-25°-12';45,00;45;Europa;4878;Pwyll;Pwyll;Crater, craters;AA;45,00;-25.2;88.6;-24.3;-26,00;89.5;87.6;Planetographic  +East  0 - 360;;Celtic god of the underworld.;Europe;Celtic;Approved;1997;83;10/01/2006;;;
Europa;RATHMORE CHAOS;EUCH2540N28500;Named formation;Distinctive area of broken terrain;CH;RATHMORE CHAOS;Approuved by IAU in Aug 23, 2007;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Seat of Mongan, a son of the sea god ManannÃ¡n.;285,00;285°0';25,40;25°23';57,00;???;Europa;14305;Rathmore Chaos;Rathmore Chaos;Chaos, chaoses;CH;57,00;25.4;285,00;26.3;24.6;286.1;284,00;Planetographic  +East  0 - 360;;Seat of Mongan, a son of the sea god ManannÃ¡n.;Europe;Celtic;Approved;Aug 23, 2007;205;11/17/08;;;
Europa;RHADAMANTHYS LINEA;EULI1930N15950;Named formation;Dark or bright elongate marking;LI;RHADAMANTHYS LINEA;Approuved by IAU in 1985;Demigod;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Son of Europa and Zeus.;159,50;159°30';19,30;19°18';1 747,00;???;Europa;5012;Rhadamanthys Linea;Rhadamanthys Linea;Linea, lineae;LI;1 747,00;19.3;159.5;33.9;2.6;186.9;127.6;Planetographic  +East  0 - 360;;Son of Europa and Zeus.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europa;RHIANNON;EUAA8090S16510;Named formation;Crater;AA;RHIANNON;Approuved by IAU in 1985;Heroine;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic heroine.;165,10;165°5';-80,90;-80°-54';15,90;15,9;Europa;5016;Rhiannon;Rhiannon;Crater, craters;AA;15.9;-80.9;165.1;-80.6;-81.2;166.9;163.2;Planetographic  +East  0 - 360;;Celtic heroine.;Europe;Celtic;Approved;1985;19;10/01/2006;;;
Europa;SARPEDON LINEA;EULI4950S26710;Named formation;Dark or bright elongate marking;LI;SARPEDON LINEA;Approuved by IAU in 1979;Demigod;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; son of Europa and Zeus.";267,10;267°6';-49,50;-49°-30';900,00;???;Europa;5329;Sarpedon Linea;Sarpedon Linea;Linea, lineae;LI;900,00;-49.5;267.1;-31.9;-62.3;278.2;261.4;Planetographic  +East  0 - 360;;"Greek; son of Europa and Zeus.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;SHARPITOR LINEA;EULI6540N18830;Named formation;Dark or bright elongate marking;LI;SHARPITOR LINEA;Approuved by IAU in 2003;Place;England;English;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in England.;188,30;188°18';65,40;65°24';1 650,00;???;Europa;5473;Sharpitor Linea;Sharpitor Linea;Linea, lineae;LI;1 650,00;65.4;188.3;71.6;30.3;221.2;134.1;Planetographic  +East  0 - 360;;Stone row in England.;Europe;England;Approved;2003;142;10/01/2006;;;
Europa;SIDON FLEXUS;EUFE6640S17660;Named formation;Curvilinear low ridge;FE;SIDON FLEXUS;Approuved by IAU in 1979;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Another name for Tyre; where Europa was born.";176,60;176°35';-66,40;-66°-24';1 133,00;???;Europa;5520;Sidon Flexus;Sidon Flexus;Flexus, flexÅ«s;FE;1 133,00;-66.4;176.6;-52.2;-68.2;213.2;131,00;Planetographic  +East  0 - 360;;"Another name for Tyre; where Europa was born.";Europe;Greek;Approved;1979;22;10/01/2006;;;
Europa;SPARTI LINEA;EULI5930N11450;Named formation;Dark or bright elongate marking;LI;SPARTI LINEA;Approuved by IAU in 2003;;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;In Greek mythology, warriors who sprouted from the dragon's teeth sewn by Athene, ancestors of the Thebans.;114,50;114°30';59,30;59°17';1 600,00;???;Europa;5665;Sparti Linea;Sparti Linea;Linea, lineae;LI;1 600,00;59.3;114.5;75,00;32.8;194.3;96.3;Planetographic  +East  0 - 360;;In Greek mythology, warriors who sprouted from the dragon's teeth sewn by Athene, ancestors of the Thebans.;Europe;Greek;Approved;2003;1;10/01/2006;;;
Europa;STALDON LINEA;EULI80S33260;Named formation;Dark or bright elongate marking;LI;STALDON LINEA;Approuved by IAU in 2003;Place;England;English;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in England.;332,60;332°36';-0,80;0°-48';1 525,00;???;Europa;5681;Staldon Linea;Staldon Linea;Linea, lineae;LI;1 525,00;-0.8;332.6;28,00;-27.3;335,00;334,00;Planetographic  +East  0 - 360;;Stone row in England.;Europe;England;Approved;2003;142;10/01/2006;;;
Europa;TALIESIN;EUAA2280S22200;Named formation;Crater;AA;TALIESIN;Approuved by IAU in 1985;Magician;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;"Celtic, son of Bran; magician.";222,00;222°0';-22,80;-22°-48';50,00;50;Europa;5838;Taliesin;Taliesin;Crater, craters;AA;50,00;-22.8;222,00;-22,00;-23.7;223,00;220.9;Planetographic  +East  0 - 360;;"Celtic, son of Bran; magician.";Europe;Celtic;Approved;1985;27;10/01/2006;;;
Europa;TARA REGIO;EURE1000S28500;Named formation;Broad geographic region;RE;TARA REGIO;Approuved by IAU in May 11, 2007;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;In Celtic mythology, the main royal residence of the High Kings.;285,00;285°0';-10,00;-10°0';1 780,00;???;Europa;14296;Tara Regio;Tara Regio;Regio, regiones;RE;1 780,00;-10,00;285,00;20,00;-35,00;318,00;253,00;Planetographic  +East  0 - 360;;In Celtic mythology, the main royal residence of the High Kings.;Europe;Celtic;Approved;May 11, 2007;160;05/11/2007;;;
Europa;TECTAMUS LINEA;EULI2690N16080;Named formation;Dark or bright elongate marking;LI;TECTAMUS LINEA;Approuved by IAU in 1985;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Father of Asterius.;160,80;160°48';26,90;26°53';2 096,00;???;Europa;5895;Tectamus Linea;Tectamus Linea;Linea, lineae;LI;2 096,00;26.9;160.8;11.2;4.6;194.8;127,00;Planetographic  +East  0 - 360;;Father of Asterius.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europa;TEGID;EUAA80N19560;Named formation;Crater;AA;TEGID;Approuved by IAU in 1985;Hero;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic hero who lived in Bula Lake.;195,60;195°35';0,80;0°48';29,70;29,7;Europa;5897;Tegid;Tegid;Crater, craters;AA;29.7;0.8;195.6;1.4;0.2;196.1;195.1;Planetographic  +East  0 - 360;;Celtic hero who lived in Bula Lake.;Europe;Celtic;Approved;1985;27;10/01/2006;;;
