BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;PUN;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercure;MACHAUT;MEAA204S27767;Formation nommée;Cratère;AA;Guillaume de MACHAUT;Approuvé par l'UAI en 1976;Poète;France;français(e );14;14 ème siècle;???;1300;???;1377;???;277.67;82 ° 20 '  O;-2.04;3 ° 2 ' S;H-07;104;104;62;62;Mercury;3555;Machaut;Machaut;Crater, craters;AA;104;-2.04;277.67;-0.82;-3.26;278.89;276.45;MAA204S27767;Planetographic  +East  0 - 360;H-07;Guillaume de. French poet and composer (c. 1300-1377).;Europe;France;Approved;1976;59;03.07.2011;
Mercure;MAGRITTE;MEAA7286S12134;Formation nommée;Cratère;AA;René MAGRITTE;Approuvé par l'UAI en Apr 24, 2012;Peintre;Belgique;belge;20;20 ème siècle;???;1898;???;1967;???;121.34;121 ° 40 '  E;-72.86;73 ° 52 ' S;H-15;148.96;148.96;90;90;Mercury;14965;Magritte;Magritte;Crater, craters;AA;148.96;-72.86;121.34;-71.11;-74.58;127.27;115.38;MAA7286S12134;Planetographic  +East  0 - 360;H-15;RenÃ©. Belgian painter (1898-1967).;Europe;Belgium;Approved;Apr 24, 2012;75;4/24/12;
Mercure;MAHLER;MEAA1979S34136;Formation nommée;Cratère;AA;Gustav Theodore MAHLER;Approuvé par l'UAI en 1976;Compositeur;Autriche;autrichien(ne);20;20 ème siècle;???;1860;???;1911;???;341.36;18 ° 38 '  O;-19.79;20 ° 47 ' S;H-06;103.71;103.71;62;62;Mercury;3592;Mahler;Mahler;Crater, craters;AA;103.71;-19.79;341.36;-18.57;-21;342.65;340.06;MAA1979S34136;Planetographic  +East  0 - 360;H-06;Gustav. Austrian composer (1860-1911).;Europe;Austria;Approved;1976;59;03.07.2011;
Mercure;MANSART;MEAA7266N23623;Formation nommée;Cratère;AA;Jules Hardouin MANSART;Approuvé par l'UAI en 1979;Architecte;France;français(e );18;18 ème siècle;???;1646;???;1708;???;236.23;123 ° 46 '  O;72.66;72 ° 20 ' N;H-01;84.97;84.97;51;51;Mercury;3636;Mansart;Mansart;Crater, craters;AA;84.97;72.66;236.23;73.66;71.66;239.58;232.88;MAA7266N23623;Planetographic  +East  0 - 360;H-01;Jules Hardouin. French architect (c. 1646-1708).;Europe;France;Approved;1979;59;03.07.2011;
Mercure;MANSUR;MEAA4734N19648;Formation nommée;Cratère;AA;Ustad MANSUR;Approuvé par l'UAI en 1979;Peintre;Inde;hindou(e );17;17 ème siècle;???;???;???;???;???;196.48;163 ° 31 '  O;47.34;47 ° 40 ' N;H-03;94.87;94.87;57;57;Mercury;3638;Mansur;Mansur;Crater, craters;AA;94.87;47.34;196.48;48.45;46.23;198.12;194.84;MAA4734N19648;Planetographic  +East  0 - 360;H-03;Ustad. Indian painter (17th century).;Asia;India;Approved;1979;59;03.07.2011;
Mercure;MARCH;MEAA3092N18378;Formation nommée;Cratère;AA;Ausias MARCH;Approuvé par l'UAI en 1979;Poète;Espagne;espagnol(e );15;15 ème siècle;???;1397;???;1459;???;183.78;176 ° 13 '  O;30.92;30 ° 5 ' N;H-03;83.28;83.28;50;50;Mercury;3656;March;March;Crater, craters;AA;83.28;30.92;183.78;31.9;29.95;184.92;182.65;MAA3092N18378;Planetographic  +East  0 - 360;H-03;Ausias. Spanish (Catalan) poet (1397-1459).;Europe;Spain;Approved;1979;59;03.07.2011;
Mercure;MARK TWAIN;MEAA1090S22192;Formation nommée;Cratère;AA;Samuel Clemens aka MARK TWAIN;Approuvé par l'UAI en 1976;Romancier;U. S. A.;Américain(ne);20;20 ème siècle;???;1835;???;1910;???;221.92;138 ° 5 '  O;-10.9;11 ° 54 ' S;H-07;142.41;142.41;86;86;Mercury;3718;Mark Twain;Mark Twain;Crater, craters;AA;142.41;-10.9;221.92;-9.22;-12.57;223.62;220.22;MAA1090S22192;Planetographic  +East  0 - 360;H-07;(Samuel Clemens). American novelist, satirist (1835-1910).;North America;American;Approved;1976;59;03.07.2011;
Mercure;MARTI;MEAA7592S19197;Formation nommée;Cratère;AA;Jose Julian Marti y Perez MARTI;Approuvé par l'UAI en 1976;Poète;Cuba;cubain(ne);19;19 ème siècle;???;1853;???;1895;???;191.97;168 ° 2 '  O;-75.92;76 ° 55 ' S;H-15;69.48;69.48;42;42;Mercury;3730;MartÃ­;Marti;Crater, craters;AA;69.48;-75.92;191.97;-75.11;-76.74;195.32;188.61;MAA7592S19197;Planetographic  +East  0 - 360;H-15;Jose Julian Marti y Perez. Cuban poet and essayist (1853-1895).;South and Central America;Cuba;Approved;1976;59;03.07.2011;
Mercure;MARTIAL;MEAA6837N18175;Formation nommée;Cratère;AA;Marcus Valerius MARTIAL;Approuvé par l'UAI en 1979;Epigrammiste ?;Rome antique;romain(e );1;1 ème siècle;???;40;???;103;???;181.75;178 ° 15 '  O;68.37;68 ° 38 ' N;H-01;51.42;51.42;31;31;Mercury;3726;Martial;Martial;Crater, craters;AA;51.42;68.37;181.75;68.97;67.77;183.38;180.11;MAA6837N18175;Planetographic  +East  0 - 360;H-01;Marcus Valerius. Roman epigrammist (c. A.D. 40-c. 103).;Europe;Roman;Approved;1979;59;03.07.2011;
Mercure;MATABEI;MEAA3984S34606;Formation nommée;Cratère;AA;Iwasa MATABEI;Approuvé par l'UAI en Jul 9, 2009;Peintre;Japon;japonais(e );17;17 ème siècle;???;1578;???;1650;???;346.06;13 ° 56 '  O;-39.84;40 ° 50 ' S;H-11;23.52;23.52;14;14;Mercury;14587;Matabei;Matabei;Crater, craters;AA;23.52;-39.84;346.06;-39.56;-40.12;346.42;345.7;MAA3984S34606;Planetographic  +East  0 - 360;H-11;Iwasa. Japanese painter (1578-1650).;Asia;Japan;Approved;Jul 9, 2009;211;03.07.2011;
Mercure;MATISSE;MEAA2379S26989;Formation nommée;Cratère;AA;Henri MATISSE;Approuvé par l'UAI en 1976;Peintre;France;français(e );20;20 ème siècle;???;1869;???;1954;???;269.89;90 ° 7 '  O;-23.79;24 ° 47 ' S;H-12;189.04;189.04;114;114;Mercury;3750;Matisse;Matisse;Crater, craters;AA;189.04;-23.79;269.89;-21.57;-26.01;272.32;267.46;MAA2379S26989;Planetographic  +East  0 - 360;H-12;Henri. French painter and sculptor (1869-1954).;Europe;France;Approved;1976;59;03.07.2011;
Mercure;MELVILLE;MEAA2212N35020;Formation nommée;Cratère;AA;Herman MELVILLE;Approuvé par l'UAI en 1976;Novelist;U. S. A.;Américain(ne);19;19 ème siècle;???;1819;???;1891;???;350.2;9 ° 48 '  O;22.12;22 ° 53 ' N;H-02;146.45;146.45;88;88;Mercury;3824;Melville;Melville;Crater, craters;AA;146.45;22.12;350.2;23.84;20.4;352.06;348.35;MAA2212N35020;Planetographic  +East  0 - 360;H-02;Herman. American novelist (1819-1891).;North America;American;Approved;1976;59;03.07.2011;
Mercure;MENA;MEAA15S23536;Formation nommée;Cratère;AA;Juan de MENA;Approuvé par l'UAI en 1976;Poète;Espagne;espagnol(e );15;15 ème siècle;???;1411;???;1456;???;235.36;124 ° 38 '  O;-0.15;1 ° 9 ' S;H-07;15.19;15.19;9;9;Mercury;3830;Mena;Mena;Crater, craters;AA;15.19;-0.15;235.36;0.03;-0.33;235.54;235.19;MAA15S23536;Planetographic  +East  0 - 360;H-07;Juan de. Spanish poet (1411-1456).;Europe;Spain;Approved;1976;59;03.07.2011;
Mercure;MENDELSSOHN;MEAA7007N10255;Formation nommée;Cratère;AA;Jakob Ludwig Felix MENDELSSOHN;Approuvé par l'UAI en Apr 24, 2012;Compositeur;Allemagne;allemand(e );19;19 ème siècle;???;1809;???;1847;???;102.55;102 ° 27 '  E;70.07;70 ° 56 ' N;H-01;291.06;291.06;176;176;Mercury;14966;Mendelssohn;Mendelssohn;Crater, craters;AA;291.06;70.07;102.55;73.42;66.58;112.44;92.68;MAA7007N10255;Planetographic  +East  0 - 360;H-01;Jakob Ludwig Felix. German composer (1809-1847).;Europe;Germany;Approved;Apr 24, 2012;75;4/24/12;
Mercure;MENDES PINTO;MEAA6165S34242;Formation nommée;Cratère;AA;F. MENDES PINTO;Approuvé par l'UAI en 1976;Auteur;Portugal;portugais(e );16;16 ème siècle;???;1510;???;1583;???;342.42;17 ° 35 '  O;-61.65;62 ° 39 ' S;H-11;192.21;192.21;116;116;Mercury;3838;Mendes Pinto;Mendes Pinto;Crater, craters;AA;192.21;-61.65;342.42;-59.42;-63.88;346.91;337.91;MAA6165S34242;Planetographic  +East  0 - 360;H-11;F.. Portuguese prose author (c. 1510-1583).;Europe;Portugal;Approved;1976;59;03.07.2011;
Mercure;MICHELANGELO;MEAA4490S25027;Formation nommée;Cratère;AA;Buonarroti MICHELANGELO;Approuvé par l'UAI en 1979;Peintre;Italie;italien(ne);16;16 ème siècle;???;1475;???;1564;???;250.27;109 ° 44 '  O;-44.9;45 ° 54 ' S;H-12;229.71;229.71;139;139;Mercury;3881;Michelangelo;Michelangelo;Crater, craters;AA;229.71;-44.9;250.27;-42.2;-47.6;254.08;246.46;MAA4490S25027;Planetographic  +East  0 - 360;H-12;Buonarroti. Italian painter, sculptor and architect (1475-1564).;Europe;Italy;Approved;1979;59;03.07.2011;
Mercure;MICKIEWICZ;MEAA2315N25670;Formation nommée;Cratère;AA;Adam Bernard MICKIEWICZ;Approuvé par l'UAI en 1976;Poète;Pologne;polonais(e );19;19 ème siècle;???;1798;???;1855;???;256.7;103 ° 18 '  O;23.15;23 ° 51 ' N;H-03;102.69;102.69;62;62;Mercury;3884;Mickiewicz;Mickiewicz;Crater, craters;AA;102.69;23.15;256.7;24.36;21.95;258.01;255.38;MAA2315N25670;Planetographic  +East  0 - 360;H-03;Adam Bernard. Polish poet (1798-1855).;Europe;Poland;Approved;1976;59;03.07.2011;
Mercure;MILTON;MEAA2612S18499;Formation nommée;Cratère;AA;John MILTON;Approuvé par l'UAI en 1976;Poète;Royaume Uni;britannique;17;17 ème siècle;???;1608;???;1674;???;184.99;175 ° 1 '  O;-26.12;27 ° 7 ' S;H-12;180.85;180.85;109;109;Mercury;3906;Milton;Milton;Crater, craters;AA;180.85;-26.12;184.99;-24;-28.24;187.36;182.63;MAA2612S18499;Planetographic  +East  0 - 360;H-12;John. English poet (1608-1674).;Europe;England;Approved;1976;59;03.07.2011;
Mercure;MIRNI RUPES;MERU3854S32099;Formation nommée;Escarpement;RU;MIRNI RUPES;Approuvé par l'UAI en 1976;Navire;Russie;russe;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Navire de Bellingshausen ayant participé à une exploration de l' Antarctique, 1819-21.;320.99;39 ° 1 '  O;-38.54;39 ° 32 ' S;H-11;258.02;??;156;??;Mercury;3923;Mirni Rupes;Mirni Rupes;Rupes, rupÄ"s;RU;258.02;-38.54;320.99;-36.17;-40.97;323.28;318.68;MRU3854S32099;Planetographic  +East  0 - 360;H-11;Russian. Bellingshausen's ship for Antarctic exploration, 1819-21.;Europe;Russia;Approved;1976;59;03.07.2011;
Mercure;MISTRAL;MEAA471N30542;Formation nommée;Cratère;AA;Gabriela MISTRAL;Approuvé par l'UAI en 1976;Poète;Chili;chilien(ne);20;20 ème siècle;???;1889;???;1957;???;305.42;54 ° 35 '  O;4.71;4 ° 17 ' N;H-06;101.93;101.93;61;61;Mercury;3929;Mistral;Mistral;Crater, craters;AA;101.93;4.71;305.42;5.91;3.51;306.62;304.22;MAA471N30542;Planetographic  +East  0 - 360;H-06;Gabriela. Chilean poet (1889-1957).;South and Central America;Chile;Approved;1976;59;03.07.2011;
Mercure;MOFOLO;MEAA3782S33182;Formation nommée;Cratère;AA;Thomas MOFOLO;Approuvé par l'UAI en 1976;Romancier;Lesotho;Basotho;20;20 ème siècle;???;6/77;???;1948;???;331.82;28 ° 11 '  O;-37.82;38 ° 49 ' S;H-11;103.16;103.16;62;62;Mercury;3944;Mofolo;Mofolo;Crater, craters;AA;103.16;-37.82;331.82;-36.61;-39.03;333.36;330.29;MAA3782S33182;Planetographic  +East  0 - 360;H-11;Thomas. South African (Lesotho) novelist (1876/77-1948).;Africa;Lesotho;Approved;1976;59;03.07.2011;
Mercure;MOLIERE;MEAA1545N34261;Formation nommée;Cratère;AA;Jean Baptiste Poquelin aka MOLIERE;Approuvé par l'UAI en 1976;Dramaturge;France;français(e );17;17 ème siècle;???;1622;???;1673;???;342.61;17 ° 23 '  O;15.45;15 ° 33 ' N;H-06;139.26;139.26;84;84;Mercury;3954;MoliÃ?re;Moliere;Crater, craters;AA;139.26;15.45;342.61;17.09;13.82;344.3;340.91;MAA1545N34261;Planetographic  +East  0 - 360;H-06;Jean Baptiste Poquelin. French dramatist and satirist (1622-1673).;Europe;France;Approved;1976;59;03.07.2011;
Mercure;MONET;MEAA4425N35034;Formation nommée;Cratère;AA;Claude MONET;Approuvé par l'UAI en 1979;Peintre;France;français(e );20;20 ème siècle;???;1840;???;1926;???;350.34;9 ° 40 '  O;44.25;44 ° 45 ' N;H-02;203.1;203.1;122;122;Mercury;3964;Monet;Monet;Crater, craters;AA;203.1;44.25;350.34;46.63;41.86;353.67;347.01;MAA4425N35034;Planetographic  +East  0 - 360;H-02;Claude. French painter (1840-1926).;Europe;France;Approved;1979;59;03.07.2011;
Mercure;MONTEVERDI;MEAA6450N27912;Formation nommée;Cratère;AA;Claudi MONTEVERDI;Approuvé par l'UAI en 1979;Compositeur;Italie;italien(ne);17;17 ème siècle;???;1567;???;1643;???;279.12;80 ° 53 '  O;64.5;64 ° 30 ' N;H-02;133.57;133.57;80;80;Mercury;4022;Monteverdi;Monteverdi;Crater, craters;AA;133.57;64.5;279.12;66.07;62.94;282.77;275.48;MAA6450N27912;Planetographic  +East  0 - 360;H-02;Claudi. Italian composer (1567-1643).;Europe;Italy;Approved;1979;59;03.07.2011;
Mercure;MOODY;MEAA1321S14497;Formation nommée;Cratère;AA;Ronald MOODY;Approuvé par l'UAI en Nov 20, 2008;Peintre;Jamaïque;jamaïquen(ne);20;20 ème siècle;???;1900;???;1984;???;144.97;144 ° 2 '  E;-13.21;14 ° 13 ' S;H-08;82.57;82.57;49;49;Mercury;14512;Moody;Moody;Crater, craters;AA;82.57;-13.21;144.97;-12.24;-14.18;145.96;143.97;MAA1321S14497;Planetographic  +East  0 - 360;H-08;Ronald. Jamaican sculptor and painter (1900-1984).;South and Central America;Jamaica;Approved;Nov 20, 2008;214;03.07.2011;
Mercure;MOZART;MEAA779N16959;Formation nommée;Cratère;AA;Wolfgang Amadeus MOZART;Approuvé par l'UAI en 1976;Compositeur;Autriche;autrichien(ne);18;18 ème siècle;???;1756;???;1791;???;169.59;169 ° 25 '  E;7.79;7 ° 13 ' N;H-08;241.04;241.04;145;145;Mercury;4058;Mozart;Mozart;Crater, craters;AA;241.04;7.79;169.59;10.62;4.96;172.45;166.73;MAA779N16959;Planetographic  +East  0 - 360;H-08;W. A.. Austrian composer (1756-1791).;Europe;Austria;Approved;1976;59;03.07.2011;
Mercure;MUNCH;MEAA4054N15305;Formation nommée;Cratère;AA;Edvard MUNCH;Approuvé par l'UAI en Nov 20, 2008;Peintre;Norvège;norvégien(ne);20;20 ème siècle;???;1863;???;1944;???;153.05;153 ° 57 '  E;40.54;40 ° 28 ' N;H-04;57.04;57.04;34;34;Mercury;14513;Munch;Munch;Crater, craters;AA;57.04;40.54;153.05;41.21;39.87;153.93;152.17;MAA4054N15305;Planetographic  +East  0 - 360;H-04;Edvard. Norwegian painter, printmaker, and draftsman (1863-1944).;Europe;Norway;Approved;Nov 20, 2008;211;03.07.2011;
Mercure;MUNKACSY;MEAA2204N10115;Formation nommée;Cratère;AA;MihÃ¡ly MUNKACSY;Approuvé par l'UAI en Jul 9, 2009;Peintre;Hongrie;hongrois(e );20;20 ème siècle;???;1844;???;1900;???;101.15;101 ° 51 '  E;22.04;22 ° 58 ' N;H-04;193.36;193.36;117;117;Mercury;14588;MunkÃ¡csy;Munkacsy;Crater, craters;AA;193.36;22.04;101.15;24.31;19.77;103.6;98.71;MAA2204N10115;Planetographic  +East  0 - 360;H-04;MihÃ¡ly. Hungarian painter (1844-1900).;Europe;Hungary;Approved;Jul 9, 2009;226;03.07.2011;
Mercure;MURASAKI;MEAA1250S32950;Formation nommée;Cratère;AA;Shikibu MURASAKI;Approuvé par l'UAI en 1976;Poète;Japon;japonais(e );11;11 ème siècle;???;1014;???;1026;???;329.5;30 ° 30 '  O;-12.5;13 ° 30 ' S;H-06;132.24;132.24;80;80;Mercury;4071;Murasaki;Murasaki;Crater, craters;AA;132.24;-12.5;329.5;-10.94;-14.05;331.09;327.91;MAA1250S32950;Planetographic  +East  0 - 360;H-06;Shikibu. Japanese novelist and poet (978-1014/1026).;Asia;Japan;Approved;1976;59;03.07.2011;
Mercure;MUSSORGSKIJ;MEAA3274N26238;Formation nommée;Cratère;AA;Modest MUSSORGSKIJ;Approuvé par l'UAI en 1979;Compositeur;Russie;russe;19;19 ème siècle;???;1839;???;1881;???;262.38;97 ° 37 '  O;32.74;32 ° 16 ' N;H-03;115.71;115.71;70;70;Mercury;4079;Mussorgskij;Mussorgskij;Crater, craters;AA;115.71;32.74;262.38;34.1;31.39;264;260.77;MAA3274N26238;Planetographic  +East  0 - 360;H-03;Modest. Russian composer (1839-1881).;Europe;Russia;Approved;1979;59;03.07.2011;
Mercure;MYRON;MEAA7122N27510;Formation nommée;Cratère;AA;MYRON;Approuvé par l'UAI en 1979;Sculpteur;Grèce;grec(que);-5;5 ème siècle av J.C.;???;-480;???;-440;???;275.1;84 ° 54 '  O;71.22;71 ° 47 ' N;H-01;25.13;25.13;15;15;Mercury;4088;Myron;Myron;Crater, craters;AA;25.13;71.22;275.1;71.52;70.93;276.02;274.18;MAA7122N27510;Planetographic  +East  0 - 360;H-01;Greek sculptor (fl. c. 480-440 B.C.).;Europe;Greek;Approved;1979;59;03.07.2011;
Mercure;NABOKOV;MEAA1459S5573;Formation nommée;Cratère;AA;Vladimir NABOKOV;Approuvé par l'UAI en Apr 24, 2012;Ecrivain;Russie;russe;20;20 ème siècle;???;1899;???;1977;???;55.73;55 ° 16 '  E;-14.59;15 ° 35 ' S;H-10;165.54;165.54;100;100;Mercury;14967;Nabokov;Nabokov;Crater, craters;AA;165.54;-14.59;55.73;-12.65;-16.53;57.69;53.77;MAA1459S5573;Planetographic  +East  0 - 360;H-10;Vladimir.  Russian and American writer (1899-1977).;Europe;Russia;Approved;Apr 24, 2012;75;4/24/12;
Mercure;NAMPEYO;MEAA4026S31011;Formation nommée;Cratère;AA;NAMPEYO;Approuvé par l'UAI en 1976;Potier;Peuple Hopi;hopi;20;20 ème siècle;???;1860;???;1942;???;310.11;49 ° 53 '  O;-40.26;41 ° 16 ' S;H-11;49.2;49.2;29;29;Mercury;4131;Nampeyo;Nampeyo;Crater, craters;AA;49.2;-40.26;310.11;-39.68;-40.84;310.86;309.35;MAA4026S31011;Planetographic  +East  0 - 360;H-11;Hopi potter (c. 1860-1942).;North America;Hopi;Approved;1976;80;03.07.2011;
Mercure;NAVOI;MEAA5882N16059;Formation nommée;Cratère;AA;Alisher NAVOI;Approuvé par l'UAI en Nov 20, 2008;Poète;Ouzbékistan;Ouzbèque;16;16 ème siècle;???;1441;???;1501;???;160.59;160 ° 25 '  E;58.82;58 ° 11 ' N;H-04;68.68;68.68;41;41;Mercury;14514;Navoi;Navoi;Crater, craters;AA;68.68;58.82;160.59;59.63;58.02;162.15;159.04;MAA5882N16059;Planetographic  +East  0 - 360;H-04;Alisher. Uzbek poet (1441-1501).;Asia;Uzbekistan;Approved;Nov 20, 2008;64;03.07.2011;
Mercure;NAWAHI;MEAA3591N14534;Formation nommée;Cratère;AA;Joseph Nawahi NAWAHI;Approuvé par l'UAI en Nov 20, 2008;Peintre;Hawaii;hawaiien(ne);19;19 ème siècle;???;1842;???;1896;???;145.34;145 ° 40 '  E;35.91;35 ° 5 ' N;H-04;37.8;37.8;22;22;Mercury;14515;Nawahi;Nawahi;Crater, craters;AA;37.8;35.91;145.34;36.36;35.47;145.89;144.8;MAA3591N14534;Planetographic  +East  0 - 360;H-04;Joseph Nawahi. Native Hawaiian painter (1842-1896).;Oceania;Hawaii;Approved;Nov 20, 2008;215;03.07.2011;
Mercure;NERUDA;MEAA5261S12580;Formation nommée;Cratère;AA;Pablo NERUDA;Approuvé par l'UAI en Apr 8, 2008;Poète;Chili;chilien(ne);20;20 ème siècle;???;1904;???;1973;???;125.8;125 ° 12 '  E;-52.61;53 ° 37 ' S;H-13;111.55;111.55;67;67;Mercury;14391;Neruda;Neruda;Crater, craters;AA;111.55;-52.61;125.8;-51.3;-53.92;127.95;123.64;MAA5261S12580;Planetographic  +East  0 - 360;H-13;Pablo. Chilean poet (1904-1973).;South and Central America;Chile;Approved;Apr 8, 2008;75;03.07.2011;
Mercure;NERVO;MEAA4263N18028;Formation nommée;Cratère;AA;Amado NERVO;Approuvé par l'UAI en 1979;Poète;Mexique;mexicain(ne);20;20 ème siècle;???;1870;???;1919;???;180.28;179 ° 43 '  O;42.63;42 ° 22 ' N;H-03;66.32;66.32;40;40;Mercury;4220;Nervo;Nervo;Crater, craters;AA;66.32;42.63;180.28;43.41;41.86;181.27;179.24;MAA4263N18028;Planetographic  +East  0 - 360;H-03;Amado. Mexican poet (1870-1919).;North America;Mexico;Approved;1979;59;03.07.2011;
Mercure;NEUMANN;MEAA3726S32547;Formation nommée;Cratère;AA;B. NEUMANN;Approuvé par l'UAI en 1976;Architecte;Allemagne;allemand(e );18;18 ème siècle;???;1687;???;1753;???;325.47;34 ° 32 '  O;-37.26;38 ° 16 ' S;H-11;122.16;122.16;73;73;Mercury;4225;Neumann;Neumann;Crater, craters;AA;122.16;-37.26;325.47;-35.83;-38.69;327.27;323.66;MAA3726S32547;Planetographic  +East  0 - 360;H-11;B.. German architect (1687-1753).;Europe;Germany;Approved;1976;59;03.07.2011;
Mercure;NIZAMI;MEAA7038N19288;Formation nommée;Cratère;AA;Elyas Yusof Ganjavi NIZAMI;Approuvé par l'UAI en 1979;Poète;Perse;perse;13;13 ème siècle;???;1141;???;1209;???;192.88;167 ° 7 '  O;70.38;70 ° 37 ' N;H-01;76.88;76.88;46;46;Mercury;4315;NizÄmÄ«;Nizami;Crater, craters;AA;76.88;70.38;192.88;71.28;69.48;195.57;190.19;MAA7038N19288;Planetographic  +East  0 - 360;H-01;Elyas Yusof Ganjavi. Persian epic poet (c. 1141-1209).;Asia;Persian;Approved;1979;59;03.07.2011;
Mercure;NUREYEV;MEAA1163N18695;Formation nommée;Cratère;AA;Rudolf NUREYEV;Approuvé par l'UAI en Apr 24, 2012;Danseur;Russie;russe;20;20 ème siècle;???;1938;???;1993;???;186.95;173 ° 3 '  O;11.63;11 ° 22 ' N;H-08;16.24;16.24;9;9;Mercury;14968;Nureyev;Nureyev;Crater, craters;AA;16.24;11.63;186.95;11.81;11.45;187.15;186.76;MAA1163N18695;Planetographic  +East  0 - 360;H-08;Rudolf. Soviet and British ballet dancer of Tatar-Bashkir origin (1938-1993).;Europe;Russia;Approved;Apr 24, 2012;75;4/24/12;
Mercure;ODIN PLANITIA;MEPL2384N18996;Formation nommée;Plaine basse;PL;ODIN PLANITIA;Approuvé par l'UAI en 1976;Dieu;Norvège;norvégien(ne);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Dieu nordique;189.96;170 ° 2 '  O;23.84;23 ° 10 ' N;H-03;472.84;??;286;??;Mercury;4404;Odin Planitia;Odin Planitia;Planitia, planitiae;PL;472.84;23.84;189.96;28.88;18.09;195.86;183.96;MPL2384N18996;Planetographic  +East  0 - 360;H-03;Norse god.;Europe;Norway;Approved;1976;80;03.07.2011;
Mercure;OKYO;MEAA6995S28564;Formation nommée;Cratère;AA;Maruyama OKYO;Approuvé par l'UAI en 1985;Peintre;Japon;japonais(e );Non applicable;Non applicable;???;1733;???;1795;???;285.64;74 ° 22 '  O;-69.95;70 ° 57 ' S;H-15;65.65;65.65;39;39;Mercury;6938;ÅŒkyo;Okyo;Crater, craters;AA;65.65;-69.95;285.64;-69.18;-70.72;287.88;283.39;MAA6995S28564;Planetographic  +East  0 - 360;H-15;Maruyama. Japanese painter (1733-1795).;Asia;Japan;Approved;1985;59;03.07.2011;
Mercure;OSKISON;MEAA6038N14536;Formation nommée;Cratère;AA;John Milton OSKISON;Approuvé par l'UAI en Nov 20, 2008;Auteur;Peuple Cherokee;cherokee;20;20 ème siècle;???;1874;???;1947;???;145.36;145 ° 38 '  E;60.38;60 ° 37 ' N;H-04;121.88;121.88;73;73;Mercury;14516;Oskison;Oskison;Crater, craters;AA;121.88;60.38;145.36;61.81;58.95;148.25;142.46;MAA6038N14536;Planetographic  +East  0 - 360;H-04;John Milton. Cherokee author (1874-1947).;North America;Cherokee;Approved;Nov 20, 2008;216;03.07.2011;
Mercure;OVID;MEAA6962S33975;Formation nommée;Cratère;AA;Publius Naso OVID;Approuvé par l'UAI en 1976;Poète;Rome antique;romain(e );Non applicable;Non applicable;???;-43;???;17;???;339.75;20 ° 15 '  O;-69.62;70 ° 37 ' S;H-15;41.59;41.59;25;25;Mercury;4532;Ovid;Ovid;Crater, craters;AA;41.59;-69.62;339.75;-69.13;-70.11;341.16;338.35;MAA6962S33975;Planetographic  +East  0 - 360;H-15;Publius Ovidius Naso. Roman poet (43 B.C.-A.D. 17).;Europe;Roman;Approved;1976;59;03.07.2011;
Mercure;PANTHEON FOSSAE;MEFO3019N16283;Formation nommée;Dépression longue et étroite;FO;PANTHEON FOSSAE;Approuvé par l'UAI en Apr 8, 2008;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Dôme classique de la Rome antique commencé en 27 av JC par Marcus Agrippa et reconstruit par Hadrien entre 118 and 128 ap JC.;162.83;162 ° 10 '  E;30.19;30 ° 49 ' N;H-04;311.49;??;188;??;Mercury;14396;Pantheon Fossae;Pantheon Fossae;Fossa, fossae;FO;311.49;30.19;162.83;33.84;26.53;167.06;158.6;MFO3019N16283;Planetographic  +East  0 - 360;H-04;Classic domed Roman building begun in 27 BC by Marcus Agrippa, and rebuilt by Hadrian between AD 118 and 128.;Europe;Roman;Approved;Apr 8, 2008;59;03.07.2011;
Mercure;PASCH;MEAA4614N13487;Formation nommée;Cratère;AA;Ulrica Fredrica PASCH;Approuvé par l'UAI en Apr 24, 2012;Peintre;Suède;suédois(e );18;18 ème siècle;???;1735;???;1796;???;134.87;134 ° 8 '  E;46.14;46 ° 52 ' N;H-04;36.66;36.66;22;22;Mercury;14969;Pasch;Pasch;Crater, craters;AA;36.66;46.14;134.87;46.57;45.71;135.4;134.35;MAA4614N13487;Planetographic  +East  0 - 360;H-04;Ulrica Fredrica. Swedish painter (1735-1796).;Europe;Sweden;Approved;Apr 24, 2012;210;4/24/12;
