BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;PUN;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercure;DVORAK;MEAA933S34794;Formation nommée;Cratère;AA;Anton DVORAK;Approuvé par l'UAI en 1976;Compositeur;Tchécoslovaquie;tchécoslovaque;20;20 ème siècle;???;1841;???;1904;???;347.94;12 ° 4 '  O;-9.33;10 ° 20 ' S;H-06;74.38;74.38;45;45;Mercury;1678;DvorÃ¡k;Dvorak;Crater, craters;AA;74.38;-9.33;347.94;-8.46;-10.2;348.82;347.05;MAA933S34794;Planetographic  +East  0 - 360;H-06;Anton. Bohemian composer (1841-1904).;Europe;Czechoslovakia;Approved;1976;59;03.07.2011;
Mercure;EASTMAN;MEAA953N12584;Formation nommée;Cratère;AA;Charles A. aka Ohiyesa EASTMAN;Approuvé par l'UAI en Jul 9, 2009;Auteur;Peuple Sioux;sioux;20;20 ème siècle;???;1858;???;1939;???;125.84;125 ° 10 '  E;9.53;9 ° 28 ' N;H-09;67.65;67.65;40;40;Mercury;14580;Eastman;Eastman;Crater, craters;AA;67.65;9.53;125.84;10.33;8.74;126.65;125.04;MAA953N12584;Planetographic  +East  0 - 360;H-09;Charles A. (Ohiyesa). Sioux author (1858-1939).;North America;Sioux;Approved;Jul 9, 2009;216;03.07.2011;
Mercure;ECHEGARAY;MEAA4367N33996;Formation nommée;Cratère;AA;Jose ECHEGARAY;Approuvé par l'UAI en 1985;Dramaturge;Espagne;espagnol(e );20;20 ème siècle;???;1832;???;1916;Prix Nobel.;339.96;20 ° 2 '  O;43.67;43 ° 20 ' N;H-02;62.88;62.88;38;38;Mercury;1707;Echegaray;Echegaray;Crater, craters;AA;62.88;43.67;339.96;44.41;42.93;340.97;338.94;MAA4367N33996;Planetographic  +East  0 - 360;H-02;Jose. Spanish dramatist, Nobel laureate (1832-1916).;Europe;Spain;Approved;1985;59;03.07.2011;
Mercure;EGONU;MEAA6740N6080;Formation nommée;Cratère;AA;Uzo EGONU;Approuvé par l'UAI en Aug 6, 2012;Artiste;Nigeria;nigérian(ne);20;20 ème siècle;???;1931;???;1996;???;60.8;60 ° 12 '  E;67.4;67 ° 36 ' N;H-01;25;25;15;15;Mercury;15020;Egonu;Egonu;Crater, craters;AA;25;67.4;60.8;;;;;MAA6740N6080;Planetographic  +East  0 - 360;H-01;Uzo. Nigerian artist (1931-1996).;Africa;Nigeria;Approved;Aug 6, 2012;214;08.06.2012;
Mercure;EITOKU;MEAA2186S20298;Formation nommée;Cratère;AA;Kano Kuninobu aka EITOKU;Approuvé par l'UAI en 1976;Peintre;Japon;japonais(e );16;16 ème siècle;???;1543;???;1590;???;202.98;157 ° 1 '  O;-21.86;22 ° 52 ' S;H-08;100.87;100.87;61;61;Mercury;1749;Eitoku;Eitoku;Crater, craters;AA;100.87;-21.86;202.98;-20.67;-23.04;204.26;201.71;MAA2186S20298;Planetographic  +East  0 - 360;H-08;Pseudonym of Kano Kuninobu. painter (1543-1590).;Asia;Japan;Approved;1976;80;03.07.2011;
Mercure;ELLINGTON;MEAA1285S2618;Formation nommée;Cratère;AA;Edward Kennedy aka Duke ELLINGTON;Approuvé par l'UAI en Apr 24, 2012;Compositeur;U. S. A.;Américain(ne);20;20 ème siècle;???;1899;???;1974;???;26.18;26 ° 49 '  E;-12.85;13 ° 51 ' S;H-10;216.05;216.05;130;130;Mercury;14957;Ellington;Ellington;Crater, craters;AA;216.05;-12.85;26.18;-10.41;-15.29;28.79;23.58;MAA1285S2618;Planetographic  +East  0 - 360;H-10;Edward Kennedy â€œDukeâ€. American composer, musician, conductor (1899-1974).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercure;EMINESCU;MEAA1070N11430;Formation nommée;Cratère;AA;Mihail EMINESCU;Approuvé par l'UAI en Apr 8, 2008;Poète;Roumanie;roumain(e );19;19 ème siècle;???;1850;???;1889;???;114.3;114 ° 42 '  E;10.7;10 ° 18 ' N;H-09;129.82;129.82;78;78;Mercury;14388;Eminescu;Eminescu;Crater, craters;AA;129.82;10.7;114.3;12.23;9.18;115.85;112.75;MAA1070N11430;Planetographic  +East  0 - 360;H-09;Mihail. Romanian poet (1850-1889).;Europe;Romania (Rumania);Approved;Apr 8, 2008;59;03.07.2011;
Mercure;ENDEAVOUR RUPES;MERU3828N32867;Formation nommée;Escarpement;RU;ENDEAVOUR RUPES;Approuvé par l'UAI en 1976;Navire;Royaume Uni;britannique;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Navire de James Cook pour explorer Tahiti, la Nouvelle Zélande et l'Australie, 1768-71.;328.67;31 ° 20 '  O;38.28;38 ° 43 ' N;H-02;61.45;??;37;??;Mercury;1798;Endeavour Rupes;Endeavour Rupes;Rupes, rupÄ"s;RU;61.45;38.28;328.67;40.8;36.09;328.69;327.53;MRU3828N32867;Planetographic  +East  0 - 360;H-02;English. Cook's ship to explore Tahiti, New Zealand, Australia, 1768-71.;Europe;England;Approved;1976;59;03.07.2011;
Mercure;ENWONWU;MEAA999S12197;Formation nommée;Cratère;AA;Benedict Chukwukadibia ENWONWU;Approuvé par l'UAI en Nov 20, 2008;Peintre;Nigeria;nigérian(ne);20;20 ème siècle;???;1921;???;1994;???;121.97;121 ° 2 '  E;-9.99;10 ° 59 ' S;H-09;37.75;37.75;22;22;Mercury;14508;Enwonwu;Enwonwu;Crater, craters;AA;37.75;-9.99;121.97;-9.55;-10.44;122.42;121.52;MAA999S12197;Planetographic  +East  0 - 360;H-09;Benedict Chukwukadibia. Nigerian sculptor and painter (1921-1994).;Africa;Nigeria;Approved;Nov 20, 2008;139;03.07.2011;
Mercure;EQUIANO;MEAA3999S32945;Formation nommée;Cratère;AA;Olavdah EQUIANO;Approuvé par l'UAI en 1976;Ecrivain;Bénin;béninois(e );18;18 ème siècle;???;1750;???;1797;???;329.45;30 ° 33 '  O;-39.99;40 ° 59 ' S;H-11;102.51;102.51;62;62;Mercury;1819;Equiano;Equiano;Crater, craters;AA;102.51;-39.99;329.45;-38.79;-41.19;331.02;327.88;MAA3999S32945;Planetographic  +East  0 - 360;H-11;O.. Olavdah, West Africa (Benin) slave, writer (c. 1750-1797).;Africa;Benin;Approved;1976;59;03.07.2011;
Mercure;FAULKNER;MEAA806N7703;Formation nommée;Cratère;AA;William FAULKNER;Approuvé par l'UAI en Apr 24, 2012;Auteur;U. S. A.;Américain(ne);20;20 ème siècle;???;1897;???;1962;???;77.03;77 ° 58 '  E;8.06;8 ° 56 ' N;H-09;167.85;167.85;101;101;Mercury;14958;Faulkner;Faulkner;Crater, craters;AA;167.85;8.06;77.03;10.03;6.09;78.97;75.1;MAA806N7703;Planetographic  +East  0 - 360;H-09;William. American author (1897-1962).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercure;FET;MEAA481S17984;Formation nommée;Cratère;AA;Afanasy Afanasyevich FET;Approuvé par l'UAI en 1985;Poète;Russie;russe;19;19 ème siècle;???;1820;???;1892;???;179.84;179 ° 10 '  E;-4.81;5 ° 49 ' S;H-08;79.48;79.48;48;48;Mercury;1950;Fet;Fet;Crater, craters;AA;79.48;-4.81;179.84;-4.35;-5.31;180.37;179.29;MAA481S17984;Planetographic  +East  0 - 360;H-08;Afanasy Afanasyevich. Russian poet (1820-1892).;Europe;Russia;Approved;1985;59;03.07.2011;
Mercure;FIRDOUSI;MEAA348N6539;Formation nommée;Cratère;AA;Hakim Abulkasim FIRDOUSI;Approuvé par l'UAI en Mar 3, 2010;Poète;Perse;perse;10;10 ème siècle;???;940;???;1020;???;65.39;65 ° 37 '  E;3.48;3 ° 31 ' N;H-10;98.28;98.28;59;59;Mercury;14648;Firdousi;Firdousi;Crater, craters;AA;98.28;3.48;65.39;4.63;2.32;66.55;64.24;MAA348N6539;Planetographic  +East  0 - 360;H-10;Hakim Abulkasim. Tajik/Persian poet (c. 940-1020/30).;Asia;Persian;Approved;Mar 3, 2010;75;03.07.2011;
Mercure;FLAUBERT;MEAA1381S28739;Formation nommée;Cratère;AA;Gustave FLAUBERT;Approuvé par l'UAI en 1985;Romancier;France;français(e );19;19 ème siècle;???;1821;???;1880;???;287.39;72 ° 37 '  O;-13.81;14 ° 49 ' S;H-07;95.34;95.34;57;57;Mercury;1977;Flaubert;Flaubert;Crater, craters;AA;95.34;-13.81;287.39;-12.69;-14.93;288.54;286.23;MAA1381S28739;Planetographic  +East  0 - 360;H-07;Gustave. French novelist (1821-1880).;Europe;France;Approved;1985;59;03.07.2011;
Mercure;FONTEYN;MEAA3285N9569;Formation nommée;Cratère;AA;Margot FONTEYN;Approuvé par l'UAI en Apr 24, 2012;Danseur;Royaume Uni;britannique;20;20 ème siècle;???;1919;???;1991;???;95.69;95 ° 19 '  E;32.85;32 ° 9 ' N;H-04;29.41;29.41;17;17;Mercury;14959;Fonteyn;Fonteyn;Crater, craters;AA;29.41;32.85;95.69;33.15;32.54;96.1;95.28;MAA3285N9569;Planetographic  +East  0 - 360;H-04;Margot. English ballet dancer (1919-1991).;Europe;England;Approved;Apr 24, 2012;139;4/24/12;
Mercure;FRAM RUPES;MERU5752S26685;Formation nommée;Escarpement;RU;FRAM RUPES;Approuvé par l'UAI en 1976;Navire;Norvège;norvégien(ne);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Navire utilisé dans l'Arctique par Nansen, 1892-96, et par Sverdrup & Amundsen en Antarctique, 1909.;266.85;93 ° 9 '  O;-57.52;58 ° 31 ' S;H-12;155.59;??;94;??;Mercury;2009;Fram Rupes;Fram Rupes;Rupes, rupÄ"s;RU;155.59;-57.52;266.85;-55.73;-58.86;267.18;264.53;MRU5752S26685;Planetographic  +East  0 - 360;H-12;Norwegian. ship used in Arctic by Nansen, 1892-96, and by Sverdrup and Amundsen in Antarctica, 1909.;Europe;Norway;Approved;1976;80;03.07.2011;
Mercure;FUTABATEI;MEAA1608S27647;Formation nommée;Cratère;AA;S. FUTABATEI;Approuvé par l'UAI en 1976;Romancier;Japon;japonais(e );20;20 ème siècle;???;1864;???;1909;???;276.47;83 ° 32 '  O;-16.08;17 ° 5 ' S;H-07;57.3;57.3;34;34;Mercury;2044;Futabatei;Futabatei;Crater, craters;AA;57.3;-16.08;276.47;-15.4;-16.75;277.17;275.77;MAA1608S27647;Planetographic  +East  0 - 360;H-07;S.. Japanese novelist (1864-1909).;Asia;Japan;Approved;1976;59;03.07.2011;
Mercure;GAINSBOROUGH;MEAA3576S17555;Formation nommée;Cratère;AA;Thomas GAINSBOROUGH;Approuvé par l'UAI en 1985;Peintre;Royaume Uni;britannique;18;18 ème siècle;???;1727;???;1788;???;175.55;175 ° 27 '  E;-35.76;36 ° 46 ' S;H-13;95.2;95.2;57;57;Mercury;2061;Gainsborough;Gainsborough;Crater, craters;AA;95.2;-35.76;175.55;-34.65;-36.88;176.93;174.18;MAA3576S17555;Planetographic  +East  0 - 360;H-13;Thomas. English painter (1727-1788).;Europe;England;Approved;1985;59;03.07.2011;
Mercure;GALLIA;MEAL4000N24000;Formation nommée;Formation à albédo;AL;GALLIA;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;240;120 ° 0 '  O;40;40 ° 0 ' N;H-03;??;??;??;??;Mercury;14798;Gallia;Gallia;Albedo Feature;AL;0;40;240;;;;;MAL4000N24000;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi Map.;Europe;Roman;Approved;1976;60;1/28/11;Name corrected from Pleias Gallia.
Mercure;GAUDI;MEAA7690N6950;Formation nommée;Cratère;AA;Antoni Gaudi Cornet GAUDI;Approuvé par l'UAI en Aug 6, 2012;Architecte;Espagne;espagnol(e );20;20 ème siècle;???;1852;???;1926;???;69.5;69 ° 30 '  E;76.9;76 ° 6 ' N;H-01;81;81;49;49;Mercury;15021;GaudÃ­;Gaudi;Crater, craters;AA;81;76.9;69.5;;;;;MAA7690N6950;Planetographic  +East  0 - 360;H-01;Antoni GaudÃ­ i Cornet. Spanish Catalan architect (1852-1926).;Europe;Spain;Approved;Aug 6, 2012;59;08.06.2012;
Mercure;GAUGUIN;MEAA6629N25986;Formation nommée;Cratère;AA;Paul GAUGUIN;Approuvé par l'UAI en 1979;Peintre;France;français(e );20;20 ème siècle;???;1848;???;1903;???;259.86;100 ° 8 '  O;66.29;66 ° 43 ' N;H-01;70.1;70.1;42;42;Mercury;2117;Gauguin;Gauguin;Crater, craters;AA;70.1;66.29;259.86;67.12;65.47;261.9;257.81;MAA6629N25986;Planetographic  +East  0 - 360;H-01;Paul. French painter (1848-1903).;Europe;France;Approved;1979;59;03.07.2011;
Mercure;GEDDES;MEAA2723N33038;Formation nommée;Cratère;AA;Wilhelmina GEDDES;Approuvé par l'UAI en Mar 3, 2010;Artiste;Irlande;irlandais(e );20;20 ème siècle;???;1887;???;1955;???;330.38;29 ° 37 '  O;27.23;27 ° 46 ' N;H-02;83.53;83.53;50;50;Mercury;14643;Geddes;Geddes;Crater, craters;AA;83.53;27.23;330.38;28.21;26.25;331.48;329.27;MAA2723N33038;Planetographic  +East  0 - 360;H-02;Wilhelmina. Irish stained glass and graphic artist (1887-1955).;Europe;Ireland;Approved;Mar 3, 2010;210;03.07.2011;
Mercure;GHIBERTI;MEAA4844S27992;Formation nommée;Cratère;AA;Lorenzo GHIBERTI;Approuvé par l'UAI en 1976;Sculpteur;Italie;italien(ne);14;14 ème siècle;???;1378;???;1455;???;279.92;80 ° 5 '  O;-48.44;49 ° 26 ' S;H-11;110.18;110.18;66;66;Mercury;2154;Ghiberti;Ghiberti;Crater, craters;AA;110.18;-48.44;279.92;-47.15;-49.74;281.87;277.97;MAA4844S27992;Planetographic  +East  0 - 360;H-11;Lorenzo. Italian sculptor (1378-1455).;Europe;Italy;Approved;1976;59;03.07.2011;
Mercure;GIBRAN;MEAA3576N24844;Formation nommée;Cratère;AA;Kahlil GIBRAN;Approuvé par l'UAI en Jul 9, 2009;Poète;Liban;libanais(e );20;20 ème siècle;???;1883;???;1931;???;248.44;111 ° 34 '  O;35.76;35 ° 14 ' N;H-03;106.26;106.26;64;64;Mercury;14581;Gibran;Gibran;Crater, craters;AA;106.26;35.76;248.44;37.01;34.51;249.98;246.9;MAA3576N24844;Planetographic  +East  0 - 360;H-03;Kahlil (Khalil). Lebanese-American artist, poet, and writer (1883-1931).;Asia;Lebanon;Approved;Jul 9, 2009;225;03.07.2011;
Mercure;GIOTTO;MEAA1247N30353;Formation nommée;Cratère;AA;GIOTTO;Approuvé par l'UAI en 1976;Peintre;Italie;italien(ne);14;14 ème siècle;???;1271;???;1337;???;303.53;56 ° 28 '  O;12.47;12 ° 32 ' N;H-06;144.21;144.21;87;87;Mercury;2173;Giotto;Giotto;Crater, craters;AA;144.21;12.47;303.53;14.16;10.77;305.27;301.8;MAA1247N30353;Planetographic  +East  0 - 360;H-06;Italian painter (c. 1271-1337).;Europe;Italy;Approved;1976;59;03.07.2011;
Mercure;GJOA RUPES;MERU6689S20150;Formation nommée;Escarpement;RU;GJOA RUPES;Approuvé par l'UAI en 1976;Navire;Norvège;norvégien(ne);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Navire d'Amundsen utilisé pour le passage du Nord-Ouest, 1903-06.;201.5;158 ° 30 '  O;-66.89;67 ° 53 ' S;H-15;237.9;??;144;??;Mercury;2181;GjÃ¶a Rupes;Gjoa Rupes;Rupes, rupÄ"s;RU;237.9;-66.89;201.5;-65.28;-68.95;206.49;196.03;MRU6689S20150;Planetographic  +East  0 - 360;H-15;Norwegian. Amundsen's ship through Northwest passage, 1903-06.;Europe;Norway;Approved;1976;59;03.07.2011;
Mercure;GLINKA;MEAA1481N24748;Formation nommée;Cratère;AA;Mikhail Yurevich GLINKA;Approuvé par l'UAI en Nov 20, 2008;Compositeur;Russie;russe;19;19 ème siècle;???;1804;???;1857;???;247.48;112 ° 31 '  O;14.81;14 ° 11 ' N;H-07;89.04;89.04;53;53;Mercury;14509;Glinka;Glinka;Crater, craters;AA;89.04;14.81;247.48;15.86;13.76;248.56;246.39;MAA1481N24748;Planetographic  +East  0 - 360;H-07;Mikhail. Russian composer (1804-1857).;Europe;Russia;Approved;Nov 20, 2008;64;03.07.2011;
Mercure;GLUCK;MEAA3807N34139;Formation nommée;Cratère;AA;Christoph Willibald GLUCK;Approuvé par l'UAI en 1979;Compositeur;Allemagne;allemand(e );18;18 ème siècle;???;1714;???;1787;???;341.39;18 ° 37 '  O;38.07;38 ° 56 ' N;H-02;100.61;100.61;60;60;Mercury;2194;Gluck;Gluck;Crater, craters;AA;100.61;38.07;341.39;39.25;36.89;342.89;339.89;MAA3807N34139;Planetographic  +East  0 - 360;H-02;Christoph Willibald. German composer (1714-1787).;Europe;Germany;Approved;1979;59;03.07.2011;
Mercure;GOETHE;MEAA8151N30617;Formation nommée;Cratère;AA;Johann Wolfgang von GOETHE;Approuvé par l'UAI en 1979;Poète;Allemagne;allemand(e );19;19 ème siècle;???;1749;???;1832;???;306.17;53 ° 50 '  O;81.51;81 ° 29 ' N;H-01;317.17;317.17;191;191;Mercury;2204;Goethe;Goethe;Crater, craters;AA;317.17;81.51;306.17;85.23;77.78;332.25;280.1;MAA8151N30617;Planetographic  +East  0 - 360;H-01;Johann Wolfgang von. German poet and dramatist (1749-1832).;Europe;Germany;Approved;1979;59;03.07.2011;
Mercure;GOGOL;MEAA2829S21262;Formation nommée;Cratère;AA;Nikolay GOGOL;Approuvé par l'UAI en 1985;Romancier;Russie;russe;19;19 ème siècle;???;1809;???;1852;???;212.62;147 ° 23 '  O;-28.29;29 ° 17 ' S;H-12;79.39;79.39;48;48;Mercury;2206;Gogol;Gogol;Crater, craters;AA;79.39;-28.29;212.62;-27.36;-29.22;213.68;211.56;MAA2829S21262;Planetographic  +East  0 - 360;H-12;Nikolay. Russian dramatist and novelist (1809-1852).;Europe;Russia;Approved;1985;59;03.07.2011;
Mercure;GOLDSTONE VALLIS;MEVA1575S32792;Formation nommée;Vallée;VA;GOLDSTONE VALLIS;Approuvé par l'UAI en 1976;Radio télescope;U. S. A.;Américain(ne);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Radio télescope en Californie.;327.92;32 ° 5 '  O;-15.75;16 ° 45 ' S;H-06;103.67;??;62;??;Mercury;2212;Goldstone Vallis;Goldstone Vallis;Vallis, valles;VA;103.67;-15.75;327.92;-14.69;-16.78;328.58;327.28;MVA1575S32792;Planetographic  +East  0 - 360;H-06;Radio telescope facility in California.;North America;American;Approved;1976;80;3/13/12;
Mercure;GOYA;MEAA678S20785;Formation nommée;Cratère;AA;Francisco (Jose) de Goy (y Lucientes) GOYA;Approuvé par l'UAI en 1976;Peintre;Espagne;espagnol(e );19;19 ème siècle;???;1746;???;1828;???;207.85;152 ° 9 '  O;-6.78;7 ° 47 ' S;H-08;138.42;138.42;83;83;Mercury;2229;Goya;Goya;Crater, craters;AA;138.42;-6.78;207.85;-5.16;-8.41;209.49;206.22;MAA678S20785;Planetographic  +East  0 - 360;H-08;Francisco (Jose) de Goy (y Lucientes). Spanish painter (1746-1828).;Europe;Spain;Approved;1976;59;03.07.2011;
Mercure;GRAINGER;MEAA4411S10487;Formation nommée;Cratère;AA;George Percy Aldridge GRAINGER;Approuvé par l'UAI en Apr 24, 2012;Compositeur;Australie;australien(ne);20;20 ème siècle;???;1882;???;1961;???;104.87;104 ° 8 '  E;-44.11;45 ° 7 ' S;H-13;112.61;112.61;68;68;Mercury;14960;Grainger;Grainger;Crater, craters;AA;112.61;-44.11;104.87;-42.79;-45.43;106.67;103.07;MAA4411S10487;Planetographic  +East  0 - 360;H-13;George Percy Aldridge. Australian-born composer (1882-1961).;Oceania;Australia;Approved;Apr 24, 2012;75;4/24/12;
Mercure;GRIEG;MEAA5260N34483;Formation nommée;Cratère;AA;Edvard GRIEG;Approuvé par l'UAI en 1985;Compositeur;Norvège;norvégien(ne);20;20 ème siècle;???;1843;???;1907;???;344.83;15 ° 10 '  O;52.6;52 ° 24 ' N;H-02;58.84;58.84;35;35;Mercury;2250;Grieg;Grieg;Crater, craters;AA;58.84;52.6;344.83;53.29;51.91;345.97;343.7;MAA5260N34483;Planetographic  +East  0 - 360;H-02;Edvard. Norwegian composer (1843-1907).;Europe;Norway;Approved;1985;59;03.07.2011;
Mercure;GROTELL;MEAA7111N32824;Formation nommée;Cratère;AA;Majlis GROTELL;Approuvé par l'UAI en Apr 24, 2012;Ceramiste;Finlande;finlandais(e );20;20 ème siècle;???;1899;???;1973;???;328.24;31 ° 46 '  O;71.11;71 ° 53 ' N;H-01;48.25;48.25;29;29;Mercury;14961;Grotell;Grotell;Crater, craters;AA;48.25;71.11;328.24;71.65;70.57;329.99;326.49;MAA7111N32824;Planetographic  +East  0 - 360;H-01;Majlis. Finnish and American ceramist (1899-1973).;Europe;Finland;Approved;Apr 24, 2012;210;4/24/12;
Mercure;GUIDO D'AREZZO;MEAA3837S34151;Formation nommée;Cratère;AA;GUIDO D'AREZZO;Approuvé par l'UAI en 1976;Musicien;Italie;italien(ne);11;11 ème siècle;???;990;???;1050;???;341.51;18 ° 29 '  O;-38.37;39 ° 22 ' S;H-11;58.04;58.04;35;35;Mercury;2270;Guido d'Arezzo;Guido d Arezzo;Crater, craters;AA;58.04;-38.37;341.51;-37.68;-39.05;342.38;340.64;MAA3837S34151;Planetographic  +East  0 - 360;H-11;Italian musical theorist (c. 990-1050).;Europe;Italy;Approved;1976;59;03.07.2011;
Mercure;HALS;MEAA5487S24504;Formation nommée;Cratère;AA;Frans HALS;Approuvé par l'UAI en 1985;Peintre;Pays Bas;néerlandais(e );16;16 ème siècle;???;1585;???;1666;???;245.04;114 ° 58 '  O;-54.87;55 ° 52 ' S;H-12;92.88;92.88;56;56;Mercury;2334;Hals;Hals;Crater, craters;AA;92.88;-54.87;245.04;-53.78;-55.96;246.94;243.15;MAA5487S24504;Planetographic  +East  0 - 360;H-12;Frans. Dutch painter (1581/1585-1666).;Europe;Netherlands (Dutch);Approved;1985;80;03.07.2011;
Mercure;HAN KAN;MEAA7225S21390;Formation nommée;Cratère;AA;HAN KAN;Approuvé par l'UAI en 1985;Peintre;Chine;chinois(e );8;8 ème siècle;???;720;???;780;???;213.9;146 ° 6 '  O;-72.25;73 ° 15 ' S;H-15;50.12;50.12;30;30;Mercury;2343;Han Kan;Han Kan;Crater, craters;AA;50.12;-72.25;213.9;-71.66;-72.84;215.83;211.97;MAA7225S21390;Planetographic  +East  0 - 360;H-15;Chinese painter (720-780).;Asia;China;Approved;1985;80;03.07.2011;
Mercure;HANDEL;MEAA364N32594;Formation nommée;Cratère;AA;Georg Friedrich HANDEL;Approuvé par l'UAI en 1976;Compositeur;Allemagne;allemand(e );18;18 ème siècle;???;1685;???;1759;???;325.94;34 ° 4 '  O;3.64;3 ° 22 ' N;H-06;138.04;138.04;83;83;Mercury;2344;Handel;Handel;Crater, craters;AA;138.04;3.64;325.94;5.26;2.02;327.57;324.32;MAA364N32594;Planetographic  +East  0 - 360;H-06;G. F.. German-British composer (1685-1759).;Europe;Germany;Approved;1976;59;03.07.2011;
Mercure;HARUNOBU;MEAA1490N21912;Formation nommée;Cratère;AA;Suzuki HARUNOBU;Approuvé par l'UAI en 1976;Artiste;Japon;japonais(e );18;18 ème siècle;???;1724;???;1770;???;219.12;140 ° 53 '  O;14.9;14 ° 6 ' N;H-07;106.78;106.78;64;64;Mercury;2378;Harunobu;Harunobu;Crater, craters;AA;106.78;14.9;219.12;16.16;13.65;220.42;217.83;MAA1490N21912;Planetographic  +East  0 - 360;H-07;Suzuki. Japanese artist (1720/1724-1770).;Asia;Japan;Approved;1976;59;03.07.2011;
Mercure;HAUPTMANN;MEAA2372S17967;Formation nommée;Cratère;AA;Gerhart HAUPTMANN;Approuvé par l'UAI en 1985;Romancier;Allemagne;allemand(e );20;20 ème siècle;???;1862;???;1946;???;179.67;179 ° 20 '  E;-23.72;24 ° 43 ' S;H-13;118;118;71;71;Mercury;2387;Hauptmann;Hauptmann;Crater, craters;AA;118;-23.72;179.67;-22.36;-25.04;181.19;178.14;MAA2372S17967;Planetographic  +East  0 - 360;H-13;Gerhart. German novelist and dramatist (1862-1946).;Europe;Germany;Approved;1985;59;07.05.2012;
Mercure;HAWTHORNE;MEAA5131S24464;Formation nommée;Cratère;AA;Nathaniel HAWTHORNE;Approuvé par l'UAI en 1979;Romancier;U. S. A.;Américain(ne);19;19 ème siècle;???;1804;???;1864;???;244.64;115 ° 22 '  O;-51.31;52 ° 19 ' S;H-12;119.9;119.9;72;72;Mercury;2389;Hawthorne;Hawthorne;Crater, craters;AA;119.9;-51.31;244.64;-49.91;-52.72;246.89;242.39;MAA5131S24464;Planetographic  +East  0 - 360;H-12;Nathaniel. American novelist (1804-1864).;North America;American;Approved;1979;59;03.07.2011;
Mercure;HAYDN;MEAA2727S28855;Formation nommée;Cratère;AA;J. HAYDN;Approuvé par l'UAI en 1976;Compositeur;Autriche;autrichien(ne);19;19 ème siècle;???;1732;???;1809;???;288.55;71 ° 27 '  O;-27.27;28 ° 16 ' S;H-11;251.04;251.04;151;151;Mercury;2392;Haydn;Haydn;Crater, craters;AA;251.04;-27.27;288.55;-24.32;-30.21;291.87;285.23;MAA2727S28855;Planetographic  +East  0 - 360;H-11;J.. Austrian composer (1732-1809).;Europe;Austria;Approved;1976;59;03.07.2011;
Mercure;HAYSTACK VALLIS;MEVA500N31330;Formation nommée;Vallée;VA;HAYSTACK VALLIS;Approuvé par l'UAI en 1976;Radio télescope;U. S. A.;Américain(ne);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Radio télescope dans le Massachusetts.;313.3;46 ° 42 '  O;5;5 ° 0 ' N;H-06;261.48;??;158;??;Mercury;2395;Haystack Vallis;Haystack Vallis;Vallis, valles;VA;261.48;5;313.3;7.68;2.16;314.62;311.92;MVA500N31330;Planetographic  +East  0 - 360;H-06;Radio telescope facility in Massachusetts.;North America;American;Approved;1976;80;03.12.2012;
Mercure;HEEMSKERCK RUPES;MERU2738N23538;Formation nommée;Escarpement;RU;HEEMSKERCK RUPES;Approuvé par l'UAI en 1976;Navire;Pays Bas;néerlandais(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Un des navires de Tasman pour explorer l'Australie et la Nouvelle Zélande, 1642-43.;235.38;124 ° 37 '  O;27.38;27 ° 37 ' N;H-03;320.61;??;194;??;Mercury;2410;Heemskerck Rupes;Heemskerck Rupes;Rupes, rupÄ"s;RU;320.61;27.38;235.38;30.2;24.57;238.06;233.09;MRU2738N23538;Planetographic  +East  0 - 360;H-03;Dutch. one of Tasman's ships to explore Australia, New Zealand, 1642-43.;Europe;Netherlands (Dutch);Approved;1976;59;03.07.2011;
