BODY;NAME;TYPECODE;LONGIN;LATIN;LENGTHKM;Feature_ID;Feature_Name;Clean_Feature_Name;Target;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;Approval_Status;Approval_Date;Reference;Origin;Additional_Info;Last_Updated
Venus;Helga;AA;116.7;-10.4;8.8;2423;Helga;Helga;Venus;8.8;-10.4;116.7;-10.4;-10.4;116.7;116.7;Planetocentric  +East  0 - 360;Europe;Norway;Crater, craters;AA;v35;Approved;1997;107;Norwegian first name.;;10/1/06
Venus;Hellman;AA;356.3;4.7;34.7;2436;Hellman;Hellman;Venus;34.7;4.7;356.3;4.7;4.7;356.3;356.3;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v31;Approved;1991;99;Lillian. American playwright, author (1905-1984).;;10/1/06
Venus;Helmud Vallis;VA;171.3;-33.9;280;2440;Helmud Vallis;Helmud Vallis;Venus;280;-33.9;171.3;-33.9;-33.9;171.3;171.3;Planetocentric  +East  0 - 360;Asia;Afghanistan;Vallis, valles;VA;v49;Approved;1997;107;Afghanistan river goddess.;;10/1/06
Venus;Heloha Fluctus;FL;344;77;375;14595;Heloha Fluctus;Heloha Fluctus;Venus;375;77;344;78.1;75.8;351;336;Planetocentric  +East  0 - 360;North America;Choktaw;Fluctus, fluctūs;FL;v01;Approved;Sep 4, 2009;26;Choktaw (SE USA) female thunderbird.;;9/4/09
Venus;Heloise;AA;51.9;40;38;2441;Heloise;Heloise;Venus;38;40;51.9;40;40;51.9;51.9;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v09;Approved;1994;99;French physician, hospital founder (c. 1098-1164).;;10/1/06
Venus;Helvi;AA;82.7;12.4;12.2;2442;Helvi;Helvi;Venus;12.2;12.4;82.7;12.4;12.4;82.7;82.7;Planetocentric  +East  0 - 360;Europe;Estonia;Crater, craters;AA;v22;Approved;1997;133;Estonian first name.;;10/1/06
Venus;Hemera Dorsa;DO;243.4;51;587;2444;Hemera Dorsa;Hemera Dorsa;Venus;587;51;243.4;53.8;48.4;244.9;243.3;Planetocentric  +East  0 - 360;Europe;Greek;Dorsum, dorsa;DO;v06;Approved;1985;1;Greek goddess, personification of day.;;10/1/06
Venus;Heng o Chasma;CM;355.5;6.6;734;2447;Heng-o Chasma;Heng o Chasma;Venus;734;6.6;355.5;6.8;5.6;358.9;352;Planetocentric  +East  0 - 360;Asia;China;Chasma, chasmata;CM;v31;Approved;1982;1;Chinese moon goddess.;;10/1/06
Venus;Heng o Corona;CR;355;2;1060;2448;Heng-o Corona;Heng o Corona;Venus;1060;2;355;2;2;355;355;Planetocentric  +East  0 - 360;Asia;China;Corona, coronae;CR;v31;Approved;1994;;Named for associated chasma.;;10/1/06
Venus;Henie;AA;146;-51.9;70.4;2449;Henie;Henie;Venus;70.4;-51.9;146;-51.9;-51.9;146;146;Planetocentric  +East  0 - 360;Europe;Norway;Crater, craters;AA;v58;Approved;1991;99;Sonja. Norwegian skater (1912-1969).;;10/1/06
Venus;Henwen Fluctus;FL;179.9;-20.5;485;2454;Henwen Fluctus;Henwen Fluctus;Venus;485;-20.5;179.9;-20.5;-20.5;179.9;179.9;Planetocentric  +East  0 - 360;Europe;England;Fluctus, fluctūs;FL;v37;Approved;1994;111;British Celtic sow-goddess.;;10/1/06
Venus;Hepat Corona;CR;145.5;-2;150;2456;Hepat Corona;Hepat Corona;Venus;150;-2;145.5;-2;-2;145.5;145.5;Planetocentric  +East  0 - 360;Asia;Turkey;Corona, coronae;CR;v36;Approved;1994;83;Hittite mother goddess.;;10/1/06
Venus;Hepworth;AA;94.7;5.1;62.6;2461;Hepworth;Hepworth;Venus;62.6;5.1;94.7;5.1;5.1;94.7;94.7;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v23;Approved;1991;99;Barbara. English sculptor (1903-1975).;;10/1/06
Venus;Heqet Corona;CR;169.5;7;250;2462;Heqet Corona;Heqet Corona;Venus;250;7;169.5;8.1;6;171;168;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v25;Approved;2003;65;Egyptian fertility goddess.;;10/1/06
Venus;Hera Dorsa;DO;29.5;36.4;813;2464;Hera Dorsa;Hera Dorsa;Venus;813;36.4;29.5;38.8;34.5;33.5;25.3;Planetocentric  +East  0 - 360;Europe;Greek;Dorsum, dorsa;DO;v08;Approved;1985;1;Greek sky goddess, wife of Zeus.;;10/1/06
Venus;Hervor Corona;CR;269;-25.5;250;2483;Hervor Corona;Hervor Corona;Venus;250;-25.5;269;-25.5;-25.5;269;269;Planetocentric  +East  0 - 360;Europe;Norse;Corona, coronae;CR;v52;Approved;1991;27;Norse fertility goddess.;;10/1/06
Venus;Hestia Rupes;RU;71.1;6;588;2492;Hestia Rupes;Hestia Rupes;Venus;588;6;71.1;7.4;4.2;73;68.5;Planetocentric  +East  0 - 360;Europe;Greek;Rupes, rupēs;RU;v22;Approved;1982;1;Greek hearth goddess.;;10/1/06
Venus;Hiei Chu Patera;PE;97.4;48.2;139;2498;Hiei Chu Patera;Hiei Chu Patera;Venus;139;48.2;97.4;48.3;48.2;98;96.6;Planetocentric  +East  0 - 360;Asia;China;Patera, paterae;PE;v11;Approved;1985;80;Chinese, converted silk worm product into thread and material (2698 B.C.).;;10/1/06
Venus;Higgins;AA;241.3;8.1;40;2499;Higgins;Higgins;Venus;40;8.1;241.3;8.1;8.1;241.3;241.3;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v28;Approved;1994;99;Marguerite. American journalist (1920-1966).;;10/1/06
Venus;Hikuleo Fluctus;FL;208;52.5;600;2501;Hikuleo Fluctus;Hikuleo Fluctus;Venus;600;52.5;208;52.5;52.5;208;208;Planetocentric  +East  0 - 360;Oceania;Tonga;Fluctus, fluctūs;FL;v05;Approved;1997;107;Tonga (Polynesia) underworld goddess.;;10/1/06
Venus;Hikuleo Tesserae;TE;54;-42;1400;6840;[Hikuleo Tesserae];Hikuleo Tesserae;Venus;1400;-42;54;-42;-42;54;54;Planetocentric  +East  0 - 360;Oceania;Tonga;Tessera, tesserae;TE;v45;Dropped;1997;107;Tonga underworld goddess.;;3/1/07
Venus;Hildr Fossa;FO;159.4;45.4;677;6841;[Hildr Fossa];Hildr Fossa;Venus;677;45.4;159.4;48.4;42.4;160.2;158.5;Planetocentric  +East  0 - 360;Europe;Norse;Fossa, fossae;FO;v13;Dropped;1985;17;Norse mythological warrior.;;3/1/07
Venus;Hilkka;AA;72;-69;10.3;2505;Hilkka;Hilkka;Venus;10.3;-69;72;-69;-69;72;72;Planetocentric  +East  0 - 360;Europe;Finland;Crater, craters;AA;v57;Approved;1997;132;Finnish first name.;;10/1/06
Venus;Himiko;AA;124.3;19;36.6;2509;Himiko;Himiko;Venus;36.6;19;124.3;19;19;124.3;124.3;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v24;Approved;1991;102;Japanese queen (4th century A.D.).;;10/1/06
Venus;Hina Chasma;CM;20;63.7;415;2510;Hina Chasma;Hina Chasma;Venus;415;63.7;20;65.6;61.9;21.8;18.9;Planetocentric  +East  0 - 360;Oceania;Hawaii;Chasma, chasmata;CM;v02;Approved;1991;1;Hawaiian moon goddess.;;10/1/06
Venus;Hinemoa Planitia;PL;265;5;3700;2512;Hinemoa Planitia;Hinemoa Planitia;Venus;3700;5;265;5;5;265;265;Planetocentric  +East  0 - 360;Oceania;New Zealand;Planitia, planitiae;PL;v28;Approved;1997;107;Māori tale heroine. swam across Rotorua Lake to her friend.;;12/1/10
Venus;Hippolyta Linea;LI;345;-42;0;2519;Hippolyta Linea;Hippolyta Linea;Venus;0;-42;345;-42;-42;345;345;Planetocentric  +East  0 - 360;Europe;Greek;Linea, lineae;LI;v55;Approved;1982;19;Amazon queen.;;10/1/06
Venus;Hiriata;AA;23.5;15.3;5;2521;Hiriata;Hiriata;Venus;5;15.3;23.5;15.3;15.3;23.5;23.5;Planetocentric  +East  0 - 360;Oceania;Polynesia;Crater, craters;AA;v20;Approved;1997;107;Polynesian first name.;;10/1/06
Venus;Hiromi;AA;287.3;35.2;6;2522;Hiromi;Hiromi;Venus;6;35.2;287.3;35.2;35.2;287.3;287.3;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v17;Approved;1997;107;Japanese first name.;;10/1/06
Venus;Hlineu Corona;CR;241;-38.7;150;2529;Hlineu Corona;Hlineu Corona;Venus;150;-38.7;241;-38.7;-38.7;241;241;Planetocentric  +East  0 - 360;Asia;Burma;Corona, coronae;CR;v52;Approved;1997;107;Chin/Kieng (Burma/Myanmar, Bangladesh) ancestor goddess.;;10/1/06
Venus;Hoku ao Vallis;VA;166.5;28;450;2535;Hoku-ao Vallis;Hoku ao Vallis;Venus;450;28;166.5;28;28;166.5;166.5;Planetocentric  +East  0 - 360;Oceania;Hawaii;Vallis, valles;VA;v13;Approved;1997;107;Hawaiian name for planet Venus.;;10/1/06
Venus;Holde Corona;CR;155.8;53.5;200;2538;Holde Corona;Holde Corona;Venus;200;53.5;155.8;53.5;53.5;155.8;155.8;Planetocentric  +East  0 - 360;Europe;Germany;Corona, coronae;CR;v04;Approved;1994;83;German fertility goddess.;;10/1/06
Venus;Holiday;AA;12.8;-46.7;27.7;2542;Holiday;Holiday;Venus;27.7;-46.7;12.8;-46.7;-46.7;12.8;12.8;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v44;Approved;1991;99;Billie. American singer (1915-1959).;;10/1/06
Venus;Holla Corona;CR;237.7;-13;180;2543;Holla Corona;Holla Corona;Venus;180;-13;237.7;-12.5;-13.4;238.3;237.4;Planetocentric  +East  0 - 360;Europe;Germany;Corona, coronae;CR;v39;Approved;2003;127;German Earth, nature, and household affairs goddess.;;10/1/06
Venus;Horner;AA;97.7;23.4;25.2;2555;Horner;Horner;Venus;25.2;23.4;97.7;23.4;23.4;97.7;97.7;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v23;Approved;1991;100;Mary. English naturalist, geologist (19th century).;;10/1/06
Venus;Howe;AA;174.8;-45.7;38.6;2564;Howe;Howe;Venus;38.6;-45.7;174.8;-45.7;-45.7;174.8;174.8;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v49;Approved;1994;99;Julia. American biographer, poet (1819-1910).;;10/1/06
Venus;Hroswitha Patera;PE;34.8;35.8;163;2566;Hroswitha Patera;Hroswitha Patera;Venus;163;35.8;34.8;36.4;35.1;35.1;34.5;Planetocentric  +East  0 - 360;Europe;Germany;Patera, paterae;PE;v09;Approved;1985;99;German writer (c. A.D. 935-975).;;10/1/06
Venus;Hsueh T ao;AA;13.8;-52.6;21;2567;Hsueh T'ao;Hsueh T ao;Venus;21;-52.6;13.8;-52.6;-52.6;13.8;13.8;Planetocentric  +East  0 - 360;Asia;China;Crater, craters;AA;v56;Approved;1994;99;Chinese poet, artist (c. A.D.760).;;10/1/06
Venus;Hua Mulan;AA;337.7;86.8;24;2569;Hua Mulan;Hua Mulan;Venus;24;86.8;337.7;86.8;86.8;337.7;337.7;Planetocentric  +East  0 - 360;Asia;China;Crater, craters;AA;v01;Approved;1991;99;Chinese warrior (c. A.D. 590).;;10/1/06
Venus;Huang Daopo;AA;165.3;-54.2;29.1;2571;Huang Daopo;Huang Daopo;Venus;29.1;-54.2;165.3;-54.2;-54.2;165.3;165.3;Planetocentric  +East  0 - 360;Asia;China;Crater, craters;AA;v58;Approved;1991;99;Chinese engineer.;;10/1/06
Venus;Huarei;AA;32.3;15;8.5;2572;Huarei;Huarei;Venus;8.5;15;32.3;15;15;32.3;32.3;Planetocentric  +East  0 - 360;Oceania;Polynesia;Crater, craters;AA;v21;Approved;1997;107;Polynesian first name.;;10/1/06
Venus;Hulda Corona;CR;308.3;12;230;2577;Hulda Corona;Hulda Corona;Venus;230;12;308.3;12;12;308.3;308.3;Planetocentric  +East  0 - 360;Europe;Germany;Corona, coronae;CR;v30;Approved;1997;83;German goddess of fruitfulness and marriage.;;10/1/06
Venus;Hull;AA;263.6;59.4;47.3;2578;Hull;Hull;Venus;47.3;59.4;263.6;59.4;59.4;263.6;263.6;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v06;Approved;1994;89;Peggy. American war correspondent (1889-1967).;;10/1/06
Venus;Humai Tessera;TE;250;-53;350;2579;Humai Tessera;Humai Tessera;Venus;350;-53;250;-53;-53;250;250;Planetocentric  +East  0 - 360;Asia;Iran;Tessera, tesserae;TE;v60;Approved;1997;107;Iranian happiness bird.;;10/1/06
Venus;H uraru Corona;CR;68;9;150;2617;H'uraru Corona;H uraru Corona;Venus;150;9;68;9;9;68;68;Planetocentric  +East  0 - 360;North America;Pawnee;Corona, coronae;CR;v22;Approved;1994;83;Pawnee earth mother.;;10/1/06
Venus;Hurston;AA;94.7;-77.6;52.4;2589;Hurston;Hurston;Venus;52.4;-77.6;94.7;-77.6;-77.6;94.7;94.7;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v62;Approved;1994;99;Zora. American writer, anthropologist (1891-1960).;;10/1/06
Venus;Husbishag Tesserae;TE;101;-28;1100;2590;Husbishag Tesserae;Husbishag Tesserae;Venus;1100;-28;101;-28;-28;101;101;Planetocentric  +East  0 - 360;Asia;Semitic;Tessera, tesserae;TE;v47;Approved;1997;107;Semitic underworld goddess, kept hour of death records.;;10/1/06
Venus;Hutash Corona;CR;275.7;-34.3;91;14215;Hutash Corona;Hutash Corona;Venus;91;-34.3;275.7;-33.8;-34.8;276.2;275.1;Planetocentric  +East  0 - 360;North America;Chumash;Corona, coronae;CR;v53;Approved;Sep 25, 2006;127;Chumash (S. California) Earth and nature goddess, creator of the first people.;;1/16/07
Venus;Hwangcini;AA;141.8;6.3;30.2;2597;Hwangcini;Hwangcini;Venus;30.2;6.3;141.8;6.3;6.3;141.8;141.8;Planetocentric  +East  0 - 360;Asia;Korea;Crater, craters;AA;v24;Approved;1991;102;Korean poet (16th century A.D.).;;10/1/06
Venus;Hyndla Regio;RE;294.5;22.5;2300;2608;Hyndla Regio;Hyndla Regio;Venus;2300;22.5;294.5;22.5;22.5;294.5;294.5;Planetocentric  +East  0 - 360;Europe;Norse;Regio, regiones;RE;v29;Approved;1991;27;Norse wood giantess.;;10/1/06
Venus;Iang Mdiye Corona;CR;86;-47;300;2628;Iang-Mdiye Corona;Iang Mdiye Corona;Venus;300;-47;86;-47;-47;86;86;Planetocentric  +East  0 - 360;Asia;Vietnam;Corona, coronae;CR;v46;Approved;1997;107;Ede (Vietnam) goddess of rice.;;10/1/06
Venus;Iaso Tholus;TH;255.3;5.2;30;2631;Iaso Tholus;Iaso Tholus;Venus;30;5.2;255.3;5.3;5.1;255.4;255.2;Planetocentric  +East  0 - 360;Europe;Greek;Tholus, tholi;TH;v28;Approved;2003;127;Greek goddess of health, medicine, and recovery.;;10/1/06
Venus;Icheko;AA;97.9;6.6;5.9;2643;Icheko;Icheko;Venus;5.9;6.6;97.9;6.6;6.6;97.9;97.9;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v23;Approved;1997;107;Evenk/Tungu first name.;;12/30/08
Venus;Ichikawa;AA;156.3;-61.6;31.4;2644;Ichikawa;Ichikawa;Venus;31.4;-61.6;156.3;-61.6;-61.6;156.3;156.3;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v58;Approved;1994;99;Fusaye. Japanese feminist (1893-1981).;;10/1/06
Venus;Idem Kuva Corona;CR;358;25;230;2651;Idem-Kuva Corona;Idem Kuva Corona;Venus;230;25;358;25;25;358;358;Planetocentric  +East  0 - 360;Europe;Finland;Corona, coronae;CR;;Approved;1994;27;Finno-Ugraic harvest spirit.;;10/1/06
Venus;Idunn Mons;MO;214.5;-46.5;250;2653;Idunn Mons;Idunn Mons;Venus;250;-46.5;214.5;-46.5;-46.5;214.5;214.5;Planetocentric  +East  0 - 360;Europe;Norse;Mons, montes;MO;v51;Approved;1994;111;Norse goddess.;;10/1/06
Venus;Ikas Coronae;CR;288.6;-40.7;225;14216;Ikas Coronae;Ikas Coronae;Venus;225;-40.7;288.6;-39.8;-41.6;289.6;287.5;Planetocentric  +East  0 - 360;North America;Algonquin;Corona, coronae;CR;v53;Approved;Sep 25, 2006;127;Algonquin Earth and mother goddess. ;;10/16/06
Venus;Ikhwezi Vallis;VA;147.8;16;1700;2659;Ikhwezi Vallis;Ikhwezi Vallis;Venus;1700;16;147.8;16;16;147.8;147.8;Planetocentric  +East  0 - 360;Africa;Zulu;Vallis, valles;VA;v24;Approved;1997;107;Zulu name for planet Venus.;;10/1/06
Venus;Ilaheva Fluctus;FL;84;-42.5;900;2661;Ilaheva Fluctus;Ilaheva Fluctus;Venus;900;-42.5;84;-42.5;-42.5;84;84;Planetocentric  +East  0 - 360;Oceania;Tonga;Fluctus, fluctūs;FL;v46;Approved;2000;149;Tonga (Polynesia) worm goddess.;;10/1/06
Venus;Ilbis Fossae;FO;254.6;71.9;512;2662;Ilbis Fossae;Ilbis Fossae;Venus;512;71.9;254.6;73.2;70.5;261.3;248.9;Planetocentric  +East  0 - 360;Asia;Yakutian;Fossa, fossae;FO;v06;Approved;1985;;Yakutian (Siberia) goddess of bloodshed.;;12/30/08
Venus;Ilga;AA;307.3;-12.4;10.8;2663;Ilga;Ilga;Venus;10.8;-12.4;307.3;-12.4;-12.4;307.3;307.3;Planetocentric  +East  0 - 360;Europe;Latvia;Crater, craters;AA;v42;Approved;1994;108;Latvian first name.;;10/1/06
Venus;Ilithyia Mons;MO;315.5;-13.5;90;2665;Ilithyia Mons;Ilithyia Mons;Venus;90;-13.5;315.5;-13.5;-13.5;315.5;315.5;Planetocentric  +East  0 - 360;Europe;Greek;Mons, montes;MO;v42;Approved;1994;1;Greek goddess of childbirth.;;10/1/06
Venus;Ilmatar Corona;CR;25;34.3;110;2669;Ilmatar Corona;Ilmatar Corona;Venus;110;34.3;25;34.8;33.8;25.6;24.4;Planetocentric  +East  0 - 360;Europe;Finland;Corona, coronae;CR;v08;Approved;2003;107;Finnish sky goddess, creator of the world.;;10/1/06
Venus;Ilyana Corona;CR;65;-69.5;300;2672;Ilyana Corona;Ilyana Corona;Venus;300;-69.5;65;-69.5;-69.5;65;65;Planetocentric  +East  0 - 360;Europe;Moldova;Corona, coronae;CR;v57;Approved;1997;107;Moldavian main female deity.;;12/30/08
Venus;Imagmi;AA;100.7;-48.4;7.6;2674;Imagmi;Imagmi;Venus;7.6;-48.4;100.7;-48.4;-48.4;100.7;100.7;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v47;Approved;1997;107;Eskimo (Chukotka) first name.;;12/30/08
Venus;Imapinua Planitia;PL;142;-60;2100;2675;Imapinua Planitia;Imapinua Planitia;Venus;2100;-60;142;-60;-60;142;142;Planetocentric  +East  0 - 360;North America;Eskimo;Planitia, planitiae;PL;v58;Approved;1997;107;E. Greenland Eskimo sea mistress.;;10/1/06
Venus;Imdr Regio;RE;212;-43;1611;2676;Imdr Regio;Imdr Regio;Venus;1611;-43;212;-37.6;-48.4;218.7;205.3;Planetocentric  +East  0 - 360;Europe;Norse;Regio, regiones;RE;v51;Approved;1982;27;Norse giantess.;;10/1/06
Venus;Inacho Corona;CR;212.2;-20.5;125;2681;Inacho Corona;Inacho Corona;Venus;125;-20.5;212.2;-20;-21;212.9;211.7;Planetocentric  +East  0 - 360;Oceania;Micronesia;Corona, coronae;CR;v39;Approved;2003;127;Micronesian Earth and nature goddess.;;10/1/06
Venus;Inanna Corona;CR;35.9;-37;350;2683;Inanna Corona;Inanna Corona;Venus;350;-37;35.9;-37;-37;35.9;35.9;Planetocentric  +East  0 - 360;Asia;Semitic;Corona, coronae;CR;v45;Approved;1994;98;Semitic fertility goddess.;;10/1/06
Venus;Inari Corona;CR;120.3;-18;300;2684;Inari Corona;Inari Corona;Venus;300;-18;120.3;-18;-18;120.3;120.3;Planetocentric  +East  0 - 360;Asia;Japan;Corona, coronae;CR;v36;Approved;1994;83;Japanese rice goddess.;;10/1/06
Venus;Indira;AA;289.8;64.1;16.6;2686;Indira;Indira;Venus;16.6;64.1;289.8;64.1;64.1;289.8;289.8;Planetocentric  +East  0 - 360;Asia;India;Crater, craters;AA;v06;Approved;1985;98;Hindu first name.;;10/1/06
Venus;Indrani Corona;CR;70.5;-37.5;200;2687;Indrani Corona;Indrani Corona;Venus;200;-37.5;70.5;-37.5;-37.5;70.5;70.5;Planetocentric  +East  0 - 360;Asia;India;Corona, coronae;CR;v46;Approved;1994;83;Hindu fertility goddess.;;10/1/06
Venus;Ines;AA;241.9;-67.1;11.2;2689;Ines;Ines;Venus;11.2;-67.1;241.9;-67.1;-67.1;241.9;241.9;Planetocentric  +East  0 - 360;Europe;Spain;Crater, craters;AA;v60;Approved;1997;107;Spanish first name.;;10/1/06
Venus;Inga;AA;226.6;38.1;10;2690;Inga;Inga;Venus;10;38.1;226.6;38.1;38.1;226.6;226.6;Planetocentric  +East  0 - 360;Europe;Denmark;Crater, craters;AA;v15;Approved;1997;107;Danish first name.;;10/1/06
Venus;Ingrid;AA;308.9;-12.4;11.5;2693;Ingrid;Ingrid;Venus;11.5;-12.4;308.9;-12.4;-12.4;308.9;308.9;Planetocentric  +East  0 - 360;Europe;Scandinavian;Crater, craters;AA;v42;Approved;1994;109;Scandanavian first name.;;10/1/06
Venus;Inira;AA;239.4;-43.1;16.5;2694;Inira;Inira;Venus;16.5;-43.1;239.4;-43.1;-43.1;239.4;239.4;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v51;Approved;1994;108;Eskimo first name.;;3/26/14
Venus;Inkeri;AA;223.9;-28.3;10.1;2695;Inkeri;Inkeri;Venus;10.1;-28.3;223.9;-28.3;-28.3;223.9;223.9;Planetocentric  +East  0 - 360;Europe;Finland;Crater, craters;AA;v51;Approved;1997;132;Finnish first name.;;10/1/06
Venus;Innini Mons;MO;328.5;-34.6;339;2697;Innini Mons;Innini Mons;Venus;339;-34.6;328.5;-33.7;-35.5;330.1;326.9;Planetocentric  +East  0 - 360;Asia;Babylon;Mons, montes;MO;v54;Approved;1982;1;Babylonian earth mother worshipped at Kish.;;10/1/06
Venus;Iondra;AA;286.5;10.5;7.9;2706;Iondra;Iondra;Venus;7.9;10.5;286.5;10.5;10.5;286.5;286.5;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v29;Approved;1997;107;Selkup (Samoyed) first name.;;12/30/08
Venus;Iraida;AA;108.1;27.8;6.5;2711;Iraida;Iraida;Venus;6.5;27.8;108.1;27.8;27.8;108.1;108.1;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v11;Approved;1997;107;Greek first name.;;10/1/06
Venus;Irene;AA;134;49.8;13.6;2714;Irene;Irene;Venus;13.6;49.8;134;49.8;49.8;134;134;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v12;Approved;1994;82;First name from Greek.;;10/1/06
Venus;Irina;AA;91.2;35;15.2;2716;Irina;Irina;Venus;15.2;35;91.2;35;35;91.2;91.2;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v11;Approved;1985;98;Russian first name.;;12/30/08
Venus;Irinuca;AA;121.9;51.4;8;2717;Irinuca;Irinuca;Venus;8;51.4;121.9;51.4;51.4;121.9;121.9;Planetocentric  +East  0 - 360;Europe;Romania (Rumania);Crater, craters;AA;v04;Approved;1997;107;Romanian first name.;;10/1/06
Venus;Iris Dorsa;DO;221.3;52.7;2050;2718;Iris Dorsa;Iris Dorsa;Venus;2050;52.7;221.3;56.7;48.6;221.7;220.8;Planetocentric  +East  0 - 360;Europe;Greek;Dorsum, dorsa;DO;v05;Approved;1985;1;Greek goddess of the rainbow.;;10/1/06
Venus;Irma;AA;122;-50.9;9.5;2720;Irma;Irma;Venus;9.5;-50.9;122;-50.9;-50.9;122;122;Planetocentric  +East  0 - 360;Europe;Finland;Crater, craters;AA;v58;Approved;1997;132;Finnish first name.;;10/1/06
Venus;Irnini Mons;MO;16;14.6;525;2721;Irnini Mons;Irnini Mons;Venus;525;14.6;16;14.6;14.6;16;16;Planetocentric  +East  0 - 360;Asia;Assyro-Babylonian;Mons, montes;MO;v20;Approved;1997;111;Assyro-Babylonian goddess of cedar-tree mountains.;;10/1/06
Venus;Isabella;AA;204.2;-29.8;175;2723;Isabella;Isabella;Venus;175;-29.8;204.2;-29.8;-29.8;204.2;204.2;Planetocentric  +East  0 - 360;Europe;Spain;Crater, craters;AA;v50;Approved;1994;99;Of Castile. Spanish queen (1451-1504).;;10/1/06
Venus;Isako;AA;278;-9;13.5;2725;Isako;Isako;Venus;13.5;-9;278;-9;-9;278;278;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v41;Approved;1994;;Japanese first name.;;10/1/06
Venus;Iseghey Mons;MO;171;9;500;2728;Iseghey Mons;Iseghey Mons;Venus;500;9;171;9;9;171;171;Planetocentric  +East  0 - 360;Asia;Yakutian;Mons, montes;MO;v25;Approved;1997;107;Yakutian/Saha goddess of cows.;;12/30/08
Venus;Ishkus Regio;RE;245;-61;1000;2732;Ishkus Regio;Ishkus Regio;Venus;1000;-61;245;-61;-61;245;245;Planetocentric  +East  0 - 360;North America;American;Regio, regiones;RE;v60;Approved;1997;107;Makah (NW Coast) forest giantess.;;10/1/06
Venus;Ishtar Terra;TA;27.5;70.4;5610;2733;Ishtar Terra;Ishtar Terra;Venus;5610;70.4;27.5;70.4;70.3;54.5;0.4;Planetocentric  +East  0 - 360;Asia;Babylon;Terra, terrae;TA;v02;Approved;1979;1;Babylonian goddess of love.;;10/1/06
Venus;Isolde;AA;211.9;-74.5;11.9;2743;Isolde;Isolde;Venus;11.9;-74.5;211.9;-74.5;-74.5;211.9;211.9;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v59;Approved;1997;107;English first name.;;10/1/06
Venus;Isong Corona;CR;49.2;12;540;2744;Isong Corona;Isong Corona;Venus;540;12;49.2;12;12;49.2;49.2;Planetocentric  +East  0 - 360;Africa;Niger;Corona, coronae;CR;v21;Approved;1994;111;Ibibio (Nigeria) fertility goddess.;;10/1/06
Venus;Istadoy;AA;132.6;-51.8;5.4;2747;Istadoy;Istadoy;Venus;5.4;-51.8;132.6;-51.8;-51.8;132.6;132.6;Planetocentric  +East  0 - 360;Asia;Tajik;Crater, craters;AA;v58;Approved;1997;107;Tajik first name.;;12/30/08
Venus;Itoki Fluctus;FL;229;-6;900;2752;Itoki Fluctus;Itoki Fluctus;Venus;900;-6;229;-3;-8.5;233;225.8;Planetocentric  +East  0 - 360;South and Central America;Nicaragua;Fluctus, fluctūs;FL;v39;Approved;2003;127;Nicaraguan goddess of insects, stars, and planets.;;10/1/06
Venus;Ituana Corona;CR;153.5;19.5;220;2753;Ituana Corona;Ituana Corona;Venus;220;19.5;153.5;19.5;19.5;153.5;153.5;Planetocentric  +East  0 - 360;South and Central America;Brazil;Corona, coronae;CR;v25;Approved;1997;107;Amazon River goddess, "Mother Scorpion", afterworld ruler.;;10/1/06
Venus;Itzpapalotl Tessera;TE;317.6;75.7;380;2756;Itzpapalotl Tessera;Itzpapalotl Tessera;Venus;380;75.7;317.6;75.9;75.5;324.9;310.3;Planetocentric  +East  0 - 360;South and Central America;Aztec;Tessera, tesserae;TE;v01;Approved;1985;27;Aztec goddess of fate.;;10/1/06
Venus;Ivka;AA;303.8;68.2;14.9;2762;Ivka;Ivka;Venus;14.9;68.2;303.8;68.2;68.2;303.8;303.8;Planetocentric  +East  0 - 360;Europe;Yugoslavia;Crater, craters;AA;v07;Approved;1985;98;Serbocroatian first name.;;10/1/06
