BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated
Venus;ABE MANGO DORSA;VEDO4700N21200;Named formation;Ridge;DO;ABE MANGO DORSA;Approved by IAU in 1997;Not appliable;Brazil;Brasilean;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Tukano (Brazil) daughter of sun god.;212;212 ° 0 ' ;47;47 ° 0 '  North;v15;800;;Venus;11;Abe Mango Dorsa;Abe Mango Dorsa;Dorsum, dorsa;DO;800;47;212;;;;;Planetographic  +East  0 - 360;v15;Tukano (Brazil) daughter of sun god.;South and Central America;Brazil;Approved;1997;107;10.01.2006
Venus;ABEONA MONS;VEMO4480S27310;Named formation;Mountain;MO;ABEONA MONS;Approved by IAU in 1997;Not appliable;Ancient Roma;Roman;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Roman goddess of travelers.;273.1;273 ° 54 ' ;-44.8;44 ° 48 '  South;v53;375;;Venus;15;Abeona Mons;Abeona Mons;Mons, montes;MO;375;-44.8;273.1;;;;;Planetographic  +East  0 - 360;v53;Roman goddess of travelers.;Europe;Roman;Approved;1997;83;10.01.2006
Venus;ABIGAIL;VEAA5220S11120;Named formation;Crater;AA;ABIGAIL;Approved by IAU in 1994;Not appliable;Hebrew people;Hebrew;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;First name from Hebrew.;111.2;111 ° 48 ' ;-52.2;52 ° 12 '  South;v57;18.4;18.4;Venus;17;Abigail;Abigail;Crater, craters;AA;18.4;-52.2;111.2;;;;;Planetographic  +East  0 - 360;v57;First name from Hebrew.;Asia;Hebrew;Approved;1994;82;10.01.2006
Venus;ABIKA;VEAA5250S10440;Named formation;Crater;AA;ABIKA;Approved by IAU in 1994;Not appliable;Russia;Russian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Mari first name.;104.4;104 ° 36 ' ;-52.5;52 ° 30 '  South;v57;14.5;14.5;Venus;18;Abika;Abika;Crater, craters;AA;14.5;-52.5;104.4;;;;;Planetographic  +East  0 - 360;v57;Mari first name.;Europe;Russia;Approved;1994;107;12/30/08
Venus;ABINGTON;VEAA4780S27770;Named formation;Crater;AA;Frances ABINGTON;Approved by IAU in 1994;Actress;England;English;18;18 th century;;1737;;1815;;277.7;277 ° 18 ' ;-47.8;47 ° 48 '  South;v53;21.7;21.7;Venus;19;Abington;Abington;Crater, craters;AA;21.7;-47.8;277.7;;;;;Planetographic  +East  0 - 360;v53;Frances. English actress (1737-1815).;Europe;England;Approved;1994;99;10.01.2006
Venus;ABRA;VEAA620N9740;Named formation;Crater;AA;ABRA;Approved by IAU in 1997;Not appliable;Ghana;Ghanaian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Ewe first name.;97.4;97 ° 36 ' ;6.2;6 ° 12 '  North;v23;7.2;7.2;Venus;20;Abra;Abra;Crater, craters;AA;7.2;6.2;97.4;;;;;Planetographic  +East  0 - 360;v23;Ewe first name.;Africa;Ghana;Approved;1997;107;10.01.2006
Venus;ABUNDIA CORONA;VECR1850N12500;Named formation;Ovoid shaped feature;CR;ABUNDIA CORONA;Approved by IAU in 1994;Not appliable;Norse people;Norse;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Norse goddess of giving.;125;125 ° 0 ' ;18.5;18 ° 30 '  North;v24;250;;Venus;24;Abundia Corona;Abundia Corona;Corona, coronae;CR;250;18.5;125;;;;;Planetographic  +East  0 - 360;v24;Norse goddess of giving.;Europe;Norse;Approved;1994;27;10.01.2006
Venus;ACHALL CORONA;VECR3120S25960;Named formation;Ovoid shaped feature;CR;ACHALL CORONA;Approved by IAU in 2006;Not appliable;Celtic people;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Celtic earth and nature goddess.;259.6;259 ° 24 ' ;-31.2;31 ° 12 '  South;v52;265;;Venus;30;Achall Corona;Achall Corona;Corona, coronae;CR;265;-31.2;259.6;-29.9;-32.5;261.2;258.1;Planetographic  +East  0 - 360;v52;Celtic earth and nature goddess.;Europe;Celtic;Approved;2006;127;10.01.2006
Venus;ACHEK DORSA;VEDO3720S23000;Named formation;Ridge;DO;ACHEK DORSA;Approved by IAU in 1997;Not appliable;Sudan;Sudanese;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Dinka (Sudan) wife of rain god Deng.;230;230 ° 0 ' ;-37.2;37 ° 12 '  South;v51;1000;;Venus;32;Achek Dorsa;Achek Dorsa;Dorsum, dorsa;DO;1000;-37.2;230;;;;;Planetographic  +East  0 - 360;v51;Dinka (Sudan) wife of rain god Deng.;Africa;Sudan;Approved;1997;107;10.01.2006
Venus;ACREA CORONA;VECR2420N24370;Named formation;Ovoid shaped feature;CR;ACREA CORONA;Approved by IAU in 2003;Not appliable;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Greek resplendent mother goddess.;243.7;243 ° 18 ' ;24.2;24 ° 12 '  North;v28;200;;Venus;41;Acrea Corona;Acrea Corona;Corona, coronae;CR;200;24.2;243.7;25;23.2;245.4;242.3;Planetographic  +East  0 - 360;v28;Greek resplendent mother goddess.;Europe;Greek;Approved;2003;83;10.01.2006
Venus;ADAIAH;VEAA4730S25340;Named formation;Crater;AA;ADAIAH;Approved by IAU in 1994;Not appliable;Hebrew people;Hebrew;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Hebrew first name.;253.4;253 ° 36 ' ;-47.3;47 ° 18 '  South;v52;18;18;Venus;43;Adaiah;Adaiah;Crater, craters;AA;18;-47.3;253.4;;;;;Planetographic  +East  0 - 360;v52;Hebrew first name.;Asia;Hebrew;Approved;1994;83;10.01.2006
Venus;ADAMSON;VEAA1480S2960;Named formation;Crater;AA;Joy ADAMSON;Approved by IAU in 1994;Author;Austria;Austrian;20;20 th century;;1910;;1980;Animal expert.;29.6;29 ° 24 ' ;-14.8;14 ° 48 '  South;v32;27.2;27.2;Venus;48;Adamson;Adamson;Crater, craters;AA;27.2;-14.8;29.6;;;;;Planetographic  +East  0 - 360;v32;Joy. Austrian author, animal expert (1910-1980).;Europe;Austria;Approved;1994;99;10.01.2006
Venus;ADDAMS;VEAA5620S9890;Named formation;Crater;AA;Jane ADDAMS;Approved by IAU in 1994;Reformer;U.S.A.;American;19;19 th century;;1860;;1935;Social reformer.;98.9;98 ° 6 ' ;-56.2;56 ° 12 '  South;v57;87;87;Venus;50;Addams;Addams;Crater, craters;AA;87;-56.2;98.9;;;;;Planetographic  +East  0 - 360;v57;Jane. American social reformer (1860-1935).;North America;American;Approved;1994;99;10.01.2006
Venus;ADITI DORSA;VEDO3000S18900;Named formation;Ridge;DO;ADITI DORSA;Approved by IAU in 1997;Not appliable;India;Hindu;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Indian sky goddess.;189;189 ° 0 ' ;-30;30 ° 0 '  South;v50;1200;;Venus;51;Aditi Dorsa;Aditi Dorsa;Dorsum, dorsa;DO;1200;-30;189;;;;;Planetographic  +East  0 - 360;v50;Indian sky goddess.;Asia;India;Approved;1997;1;10.01.2006
Venus;ADIVAR;VEAA890N7620;Named formation;Crater;AA;Halide ADIVAR;Approved by IAU in 1991;Author;Turkey;Turkish;20;20 th century;;1883;;1964;Educator.;76.2;76 ° 48 ' ;8.9;8 ° 54 '  North;v22;30.3;30.3;Venus;52;Adivar;Adivar;Crater, craters;AA;30.3;8.9;76.2;;;;;Planetographic  +East  0 - 360;v22;Halide. Turkish educator, author (1883-1964).;Asia;Turkey;Approved;1991;99;10.01.2006
Venus;ADRASTHEA TESSERAE;VETE3000N5500;Named formation;Polygonal terrain;TE;ADRASTHEA TESSERAE;Approved by IAU in 1997;Not appliable;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Greek goddess of law.;55;55 ° 0 ' ;30;30 ° 0 '  North;v09;750;;Venus;57;Adrasthea Tesserae;Adrasthea Tesserae;Tessera, tesserae;TE;750;30;55;;;;;Planetographic  +East  0 - 360;v09;Greek goddess of law.;Europe;Greek;Approved;1997;107;10.01.2006
Venus;ADZOBA;VEAA1280N11700;Named formation;Crater;AA;ADZOBA;Approved by IAU in 1997;Not appliable;Ghana;Ghanaian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Ewe (Ghana) first name.;117;117 ° 0 ' ;12.8;12 ° 48 '  North;v23;10;10;Venus;61;Adzoba;Adzoba;Crater, craters;AA;10;12.8;117;;;;;Planetographic  +East  0 - 360;v23;Ewe (Ghana) first name.;Africa;Ghana;Approved;1997;107;10.01.2006
Venus;AEGINA FARRUM;VEFR3550N2090;Named formation;Pancake-like structure;FR;AEGINA FARRUM;Approved by IAU in 1994;Not appliable;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Greek river nymph.;20.9;20 ° 6 ' ;35.5;35 ° 30 '  North;v08;60;;Venus;62;Aegina Farrum;Aegina Farrum;Farrum, farra;FR;60;35.5;20.9;;;;;Planetographic  +East  0 - 360;v08;Greek river nymph.;Europe;Greek;Approved;1994;83;10.01.2006
Venus;AERACURA CORONA;VECR1900S23850;Named formation;Ovoid shaped feature;CR;AERACURA CORONA;Approved by IAU in 1994;Not appliable;Celtic people;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Celtic earth goddess.;238.5;238 ° 30 ' ;-19;19 ° 0 '  South;v39;250;;Venus;67;Aeracura Corona;Aeracura Corona;Corona, coronae;CR;250;-19;238.5;;;;;Planetographic  +East  0 - 360;v39;Celtic earth goddess.;Europe;Celtic;Approved;1994;111;10.01.2006
Venus;AETHELFLAED;VEAA1820S19660;Named formation;Crater;AA;AETHELFLAED;Approved by IAU in 1994;Leader;England;English;10;10 th century;;884;;918;Leader of the Mercians.;196.6;196 ° 24 ' ;-18.2;18 ° 12 '  South;v38;20;20;Venus;70;Aethelflaed;Aethelflaed;Crater, craters;AA;20;-18.2;196.6;;;;;Planetographic  +East  0 - 360;v38;English leader of the Mercians (c. 884-918).;Europe;England;Approved;1994;99;10.01.2006
Venus;AFIBA;VEAA4710S10270;Named formation;Crater;AA;AFIBA;Approved by IAU in 1997;Not appliable;Ghana;Ghanaian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Ewe first name.;102.7;102 ° 18 ' ;-47.1;47 ° 6 '  South;v47;9.5;9.5;Venus;73;Afiba;Afiba;Crater, craters;AA;9.5;-47.1;102.7;;;;;Planetographic  +East  0 - 360;v47;Ewe first name.;Africa;Ghana;Approved;1997;107;10.01.2006
Venus;AFIRUWA;VEAA430N380;Named formation;Crater;AA;AFIRUWA;Approved by IAU in 1997;Not appliable;Nigeria;Nigerian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Hausa first name.;3.8;3 ° 12 ' ;4.3;4 ° 18 '  North;v20;5.2;5.2;Venus;74;Afiruwa;Afiruwa;Crater, craters;AA;5.2;4.3;3.8;;;;;Planetographic  +East  0 - 360;v20;Hausa first name.;Africa;Nigeria;Approved;1997;107;10.01.2006
Venus;AFTENIA;VEAA4995N32400;Named formation;Crater;AA;AFTENIA;Approved by IAU in 1997;Not appliable;Moldova;Moldovan;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Moldavian first name.;324;324 ° 0 ' ;49.95;49 ° 57 '  North;v18;7;7;Venus;77;Aftenia;Aftenia;Crater, craters;AA;7;49.95;324;;;;;Planetographic  +East  0 - 360;v18;Moldavian first name.;Europe;Moldova;Approved;1997;107;04.08.2010
Venus;AFUA;VEAA1550N12400;Named formation;Crater;AA;AFUA;Approved by IAU in 1997;Not appliable;Ghana;Ghanaian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Akan (Ghana) first name.;124;124 ° 0 ' ;15.5;15 ° 30 '  North;v24;10;10;Venus;78;Afua;Afua;Crater, craters;AA;10;15.5;124;;;;;Planetographic  +East  0 - 360;v24;Akan (Ghana) first name.;Africa;Ghana;Approved;1997;107;10.01.2006
Venus;AGLAONICE;VEAA2640S33990;Named formation;Crater;AA;AGLAONICE;Approved by IAU in 1991;Astronomer;Greece;Greek;??;?? th century;;??;;??;;339.9;339 ° 6 ' ;-26.4;26 ° 24 '  South;v55;63.7;63.7;Venus;85;Aglaonice;Aglaonice;Crater, craters;AA;63.7;-26.4;339.9;;;;;Planetographic  +East  0 - 360;v55;Ancient Greek astronomer.;Europe;Greek;Approved;1991;99;10.01.2006
Venus;AGNESI;VEAA3940S3770;Named formation;Crater;AA;Maria AGNESI;Approved by IAU in 1991;Mathematician;Italy;Italian;18;18 th century;;1718;;1799;;37.7;37 ° 18 ' ;-39.4;39 ° 24 '  South;v45;42.4;42.4;Venus;87;Agnesi;Agnesi;Crater, craters;AA;42.4;-39.4;37.7;;;;;Planetographic  +East  0 - 360;v45;Maria. Italian mathematician (1718-1799).;Europe;Italy;Approved;1991;100;5/15/10
Venus;AGOE;VEAA1310N430;Named formation;Crater;AA;AGOE;Approved by IAU in 1997;Not appliable;Ghana;Ghanaian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Eve first name.;4.3;4 ° 42 ' ;13.1;13 ° 6 '  North;v20;6.3;6.3;Venus;89;Agoe;Agoe;Crater, craters;AA;6.3;13.1;4.3;;;;;Planetographic  +East  0 - 360;v20;Eve first name.;Africa;Ghana;Approved;1997;107;10.01.2006
Venus;AGRAULOS CORONA;VECR2770S16580;Named formation;Ovoid shaped feature;CR;AGRAULOS CORONA;Approved by IAU in 1994;Not appliable;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Greek fertility goddess.;165.8;165 ° 12 ' ;-27.7;27 ° 42 '  South;v49;170;;Venus;90;Agraulos Corona;Agraulos Corona;Corona, coronae;CR;170;-27.7;165.8;;;;;Planetographic  +East  0 - 360;v49;Greek fertility goddess.;Europe;Greek;Approved;1994;27;10.01.2006
Venus;AGRIPPINA;VEAA3320S6570;Named formation;Crater;AA;AGRIPPINA;Approved by IAU in 1991;Empress;Ancient Roma;Roman;1;1 th century;;-13;;33;;65.7;65 ° 18 ' ;-33.2;33 ° 12 '  South;v46;38.6;38.6;Venus;93;Agrippina;Agrippina;Crater, craters;AA;38.6;-33.2;65.7;;;;;Planetographic  +East  0 - 360;v46;Roman empress (c. 13 B.C.-A.D. 33).;Europe;Roman;Approved;1991;99;10.01.2006
Venus;AGRONA LINEA;VELI4000N28000;Named formation;Dark or bright elongated marking;LI;AGRONA LINEA;Approved by IAU in 2006;Not appliable;Wales;Welsh;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Welsh goddess of slaughter, destroyer of life. ;280;280 ° 0 ' ;40;40 ° 0 '  North;v17;2300;;Venus;6978;Agrona Linea;Agrona Linea;Linea, lineae;LI;2300;40;280;36;34;292;268;Planetographic  +East  0 - 360;v17;Welsh goddess of slaughter, destroyer of life. ;Europe;Wales;Approved;2006;127;10.01.2006
Venus;AHAVA;VEAA5360N18730;Named formation;Crater;AA;AHAVA;Approved by IAU in 1997;Not appliable;Hebrew people;Hebrew;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Hebrew first name.;187.3;187 ° 42 ' ;53.6;53 ° 36 '  North;v05;10.4;10.4;Venus;97;Ahava;Ahava;Crater, craters;AA;10.4;53.6;187.3;;;;;Planetographic  +East  0 - 360;v05;Hebrew first name.;Asia;Hebrew;Approved;1997;109;10.01.2006
Venus;AHSABKAB VALLIS;VEVA2400S7900;Named formation;Valley;VA;AHSABKAB VALLIS;Approved by IAU in 2000;Not appliable;Mayan people;Mayan;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Mayan name for morning Venus.;79;79 ° 0 ' ;-24;24 ° 0 '  South;v34;700;;Venus;100;Ahsabkab Vallis;Ahsabkab Vallis;Vallis, valles;VA;700;-24;79;;;;;Planetographic  +East  0 - 360;v34;Mayan name for morning Venus.;South and Central America;Mayan;Approved;2000;107;10.01.2006
Venus;AHSONNUTLI DORSA;VEDO4790N19650;Named formation;Ridge;DO;AHSONNUTLI DORSA;Approved by IAU in 1985;Not appliable;Navajo people;Navajo;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Navajo (N. America) spirit of light and sky.;196.5;196 ° 30 ' ;47.9;47 ° 54 '  North;v14;1708;;Venus;101;Ahsonnutli Dorsa;Ahsonnutli Dorsa;Dorsum, dorsa;DO;1708;47.9;196.5;56.3;40.2;195.9;193.6;Planetographic  +East  0 - 360;v14;Navajo (N. America) spirit of light and sky.;North America;Navajo;Approved;1985;11;10.01.2006
Venus;AIBARCHIN PLANITIA;VEPL7300S2500;Named formation;Low plain;PL;AIBARCHIN PLANITIA;Approved by IAU in 1997;Not appliable;Uzbekistan;Uzbek;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Uzbek "Alpamysh" epic tale heroine.;25;25 ° 0 ' ;-73;73 ° 0 '  South;v56;1200;;Venus;103;Aibarchin Planitia;Aibarchin Planitia;Planitia, planitiae;PL;1200;-73;25;;;;;Planetographic  +East  0 - 360;v56;Uzbek "Alpamysh" epic tale heroine.;Asia;Uzbekistan;Approved;1997;107;12/30/08
Venus;AIDA WEDO DORSA;VEDO7300N21400;Named formation;Ridge;DO;AIDA WEDO DORSA;Approved by IAU in 1997;Not appliable;Haiti;Haitian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Haitian rainbow spirit.;214;214 ° 0 ' ;73;73 ° 0 '  North;v05;450;;Venus;105;Aida-Wedo Dorsa;Aida Wedo Dorsa;Dorsum, dorsa;DO;450;73;214;;;;;Planetographic  +East  0 - 360;v05;Haitian rainbow spirit.;South and Central America;Haiti;Approved;1997;107;10.01.2006
Venus;AIFE FOSSAE;VEFO6700N13100;Named formation;Long and narrow depression;FO;AIFE FOSSAE;Approved by IAU in 1997;Not appliable;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Irish warrior deity.;131;131 ° 0 ' ;67;67 ° 0 '  North;v04;280;;Venus;107;Aife Fossae;Aife Fossae;Fossa, fossae;FO;280;67;131;;;;;Planetographic  +East  0 - 360;v04;Irish warrior deity.;Europe;Ireland;Approved;1997;107;10.01.2006
Venus;AIGUL;VEAA3820N28040;Named formation;Crater;AA;AIGUL;Approved by IAU in 1997;Not appliable;Kalmyk people;Kalmyk;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Kalmyk first name.;280.4;280 ° 36 ' ;38.2;38 ° 12 '  North;v17;6;6;Venus;108;Aigul;Aigul;Crater, craters;AA;6;38.2;280.4;;;;;Planetographic  +East  0 - 360;v17;Kalmyk first name.;Europe;Kalmyk;Approved;1997;107;12/30/08
Venus;AIKHYLU CHASMA;VECM3200N29200;Named formation;Elongated steep-sided depression;CM;AIKHYLU CHASMA;Approved by IAU in 1997;Not appliable;Bashkir;Bashkir;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Bashkir myth's moon daughter.;292;292 ° 0 ' ;32;32 ° 0 '  North;v17;300;;Venus;109;Aikhylu Chasma;Aikhylu Chasma;Chasma, chasmata;CM;300;32;292;;;;;Planetographic  +East  0 - 360;v17;Bashkir myth's moon daughter.;Europe;Bashkir;Approved;1997;107;12/30/08
Venus;AILAR;VEAA1580S6840;Named formation;Crater;AA;AILAR;Approved by IAU in 1997;Not appliable;Turkmenistan;turkmen;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Turkman first name.;68.4;68 ° 36 ' ;-15.8;15 ° 48 '  South;v34;8.2;8.2;Venus;110;Ailar;Ailar;Crater, craters;AA;8.2;-15.8;68.4;;;;;Planetographic  +East  0 - 360;v34;Turkman first name.;Asia;Turkmenistan;Approved;1997;107;12/30/08
Venus;AIMEE;VEAA1610N12720;Named formation;Crater;AA;AIMEE;Approved by IAU in 1994;Not appliable;France;French;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;French first name.;127.2;127 ° 48 ' ;16.1;16 ° 6 '  North;v24;17;17;Venus;111;Aimee;Aimee;Crater, craters;AA;17;16.1;127.2;;;;;Planetographic  +East  0 - 360;v24;French first name.;Europe;France;Approved;1994;82;10.01.2006
Venus;AINO PLANITIA;VEPL4050S9450;Named formation;Low plain;PL;AINO PLANITIA;Approved by IAU in 1982;Not appliable;Finland;Finnish;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Finnish heroine who became water spirit.;94.5;94 ° 30 ' ;-40.5;40 ° 30 '  South;v47;4985;;Venus;112;Aino Planitia;Aino Planitia;Planitia, planitiae;PL;4985;-40.5;94.5;-30.1;-50.9;122.9;66;Planetographic  +East  0 - 360;v47;Finnish heroine who became water spirit.;Europe;Finland;Approved;1982;48;10.01.2006
Venus;AISHA;VEAA3930N5330;Named formation;Crater;AA;AISHA;Approved by IAU in 1997;Not appliable;Kyrgyzstan;Kyrgyz;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Kyrgyz first name.;53.3;53 ° 42 ' ;39.3;39 ° 18 '  North;v09;10.6;10.6;Venus;116;Aisha;Aisha;Crater, craters;AA;10.6;39.3;53.3;;;;;Planetographic  +East  0 - 360;v09;Kyrgyz first name.;Asia;Kyrgyzstan;Approved;1997;107;12/30/08
Venus;AITA;VEAA890N27070;Named formation;Crater;AA;AITA;Approved by IAU in 1994;Not appliable;Estonia;Estonian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Estonian first name.;270.7;270 ° 18 ' ;8.9;8 ° 54 '  North;v29;14;14;Venus;117;Aita;Aita;Crater, craters;AA;14;8.9;270.7;;;;;Planetographic  +East  0 - 360;v29;Estonian first name.;Europe;Estonia;Approved;1994;112;10.01.2006
Venus;AITCHISON PATERA;VEPE1670S34940;Named formation;Complex crater;PE;Alison AITCHISON;Approved by IAU in 1994;Geographer;U.S.A.;American;??;?? th century;;??;;??;Alison. American geographer.;349.4;349 ° 36 ' ;-16.7;16 ° 42 '  South;v43;28;;Venus;118;Aitchison Patera;Aitchison Patera;Patera, paterae;PE;28;-16.7;349.4;;;;;Planetographic  +East  0 - 360;v43;Alison. American geographer.;North America;American;Approved;1994;;10.01.2006
Venus;AJINA FOSSAE;VEFO4500S25800;Named formation;Long and narrow depression;FO;AJINA FOSSAE;Approved by IAU in 1997;Not appliable;Tajikistan;Tajik;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Tajik evil spirit.;258;258 ° 0 ' ;-45;45 ° 0 '  South;v52;300;;Venus;122;Ajina Fossae;Ajina Fossae;Fossa, fossae;FO;300;-45;258;;;;;Planetographic  +East  0 - 360;v52;Tajik evil spirit.;Asia;Tajik;Approved;1997;107;12/30/08
Venus;AK ENE CORONA;VECR940N25470;Named formation;Ovoid shaped feature;CR;AK ENE CORONA;Approved by IAU in 2003;Not appliable;Altai;Altai;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Altay Great Mother, "White Mother.";254.7;254 ° 18 ' ;9.4;9 ° 24 '  North;v28;150;;Venus;125;Ak-Ene Corona;Ak Ene Corona;Corona, coronae;CR;150;9.4;254.7;10.2;8.8;255.3;254.1;Planetographic  +East  0 - 360;v28;Altay Great Mother, "White Mother.";Asia;Altai;Approved;2003;65;12/30/08
Venus;AKELEY;VEAA800N24450;Named formation;Crater;AA;Delia AKELEY;Approved by IAU in 1994;Explorer;U.S.A.;American;20;20 th century;;1875;;1970;;244.5;244 ° 30 ' ;8;8 ° 0 '  North;v28;23.4;23.4;Venus;126;Akeley;Akeley;Crater, craters;AA;23.4;8;244.5;;;;;Planetographic  +East  0 - 360;v28;Delia. American explorer (1875-1970).;North America;American;Approved;1994;99;10.01.2006
Venus;AKEWA DORSA;VEDO4550N18400;Named formation;Ridge;DO;AKEWA DORSA;Approved by IAU in 1997;Not appliable;Argentina;Argentin;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Toba (Argentina) sun goddess.;184;184 ° 0 ' ;45.5;45 ° 30 '  North;v14;900;;Venus;127;Akewa Dorsa;Akewa Dorsa;Dorsum, dorsa;DO;900;45.5;184;;;;;Planetographic  +East  0 - 360;v14;Toba (Argentina) sun goddess.;South and Central America;Argentina;Approved;1997;107;10.01.2006
Venus;AKHMATOVA;VEAA6130N30790;Named formation;Crater;AA;Anna AKHMATOVA;Approved by IAU in 1985;Poet;U.R.S.S.;Soviet;20;20 th century;;1889;;1966;;307.9;307 ° 6 ' ;61.3;61 ° 18 '  North;v07;41.4;41.4;Venus;128;Akhmatova;Akhmatova;Crater, craters;AA;41.4;61.3;307.9;61.2;61.1;307.9;307.1;Planetographic  +East  0 - 360;v07;Anna. Soviet poet (1889-1966).;Europe;Soviet;Approved;1985;64;12/30/08
Venus;AKHTAMAR PLANITIA;VEPL2700N6500;Named formation;Low plain;PL;AKHTAMAR PLANITIA;Approved by IAU in 1997;Not appliable;Armenia;Armenian;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Armenian epic heroine.;65;65 ° 0 ' ;27;27 ° 0 '  North;v10;2700;;Venus;130;Akhtamar Planitia;Akhtamar Planitia;Planitia, planitiae;PL;2700;27;65;;;;;Planetographic  +East  0 - 360;v10;Armenian epic heroine.;Asia;Armenian;Approved;1997;107;12/30/08
Venus;AKIKO;VEAA3060N18730;Named formation;Crater;AA;Yosano AKIKO;Approved by IAU in 1994;Poetess;Japan;Japanese;19;19 th century;;1878;;1942;;187.3;187 ° 42 ' ;30.6;30 ° 36 '  North;v14;17.4;17.4;Venus;132;Akiko;Akiko;Crater, craters;AA;17.4;30.6;187.3;;;;;Planetographic  +East  0 - 360;v14;Yosano. Japanese Tanka poetess (1878-1942).;Asia;Japan;Approved;1994;95;10.01.2006
Venus;AKKA THOLUS;VETH7510N23300;Named formation;Small domical mountain;TH;AKKA THOLUS;Approved by IAU in Sep 4, 2009;Not appliable;Finland;Finnish;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Finnish mother goddess.;233;233 ° 0 ' ;75.1;75 ° 6 '  North;v01;19.4;;Venus;14597;Akka Tholus;Akka Tholus;Tholus, tholi;TH;19.4;75.1;233;;;;;Planetographic  +East  0 - 360;v01;Finnish mother goddess.;Europe;Finland;Approved;Sep 4, 2009;127;09.04.2009
Venus;AKKRUVA COLLES;VECO4610N11550;Named formation;Small hills;CO;AKKRUVA COLLES;Approved by IAU in 1985;Not appliable;Ancient Roma;Latin;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Saami-Lapp fishing goddess.;115.5;115 ° 30 ' ;46.1;46 ° 6 '  North;v11;1059;;Venus;135;Akkruva Colles;Akkruva Colles;Collis, colles;CO;1059;46.1;115.5;47.7;44.9;121;108.3;Planetographic  +East  0 - 360;v11;Saami-Lapp fishing goddess.;Europe;Latin;Approved;1985;65;10.01.2006
