BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercury;Schoenberg;MEAA1611S22401W;Named formation;Crater;AA;Arnold SCHOENBERG;IAU approuved 1976;Composer;Austria;from Austria;20;20 th century;???;1874;???;1951;???;224.01;135 ° 59 '  W;-16.11;17 ° 7 ' S;H-07;27.61;27.61;16;16;Mercury;5377;Schoenberg;Schoenberg;Crater, craters;AA;27.61;-16.11;224.01;-15.79;-16.44;224.35;223.68;Planetographic  +East  0 - 360;H-07;Arnold. Austrian-American composer (1874-1951).;Europe;Austria;Approved;1976;59;07/03/2011;
Mercury;Schubert;MEAA4313S30569W;Named formation;Crater;AA;Franz S.SCHUBERT;IAU approuved 1976;Composer;Austria;from Austria;19;19 th century;???;1797;???;1828;???;305.69;54 ° 19 '  W;-43.13;44 ° 8 ' S;H-11;190.71;190.71;115;115;Mercury;5384;Schubert;Schubert;Crater, craters;AA;190.71;-43.13;305.69;-40.89;-45.37;308.76;302.62;Planetographic  +East  0 - 360;H-11;Franz S.. Austrian composer (1797-1828).;Europe;Austria;Approved;1976;59;07/03/2011;
Mercury;Scopas;MEAA8080S18209W;Named formation;Crater;AA;SCOPAS;IAU approuved 1976;Sculptor;Greece;from Greece;-4;4 th century B.C.;???;??;???;??;???;182.09;177 ° 55 '  W;-80.8;81 ° 48 ' S;H-15;83.16;83.16;50;50;Mercury;5393;Scopas;Scopas;Crater, craters;AA;83.16;-80.8;182.09;-79.83;-81.78;188.22;175.96;Planetographic  +East  0 - 360;H-15;Greek sculptor and architect (fl. 4th century B.C.).;Europe;Greek;Approved;1976;59;07/03/2011;
Mercury;Sei;MEAA6463S27137W;Named formation;Crater;AA;Shonagun SEI;IAU approuved 1976;Poet;Japan;from Japan;10;10 th century;???; 966;???;1013;???;271.37;88 ° 38 '  W;-64.63;65 ° 38 ' S;H-11;137.11;137.11;82;82;Mercury;5408;Sei;Sei;Crater, craters;AA;137.11;-64.63;271.37;-63.02;-66.24;275.13;267.61;Planetographic  +East  0 - 360;H-11;Shonagun. Japanese diarist and poet (c. 966-1013).;Asia;Japan;Approved;1976;59;07/03/2011;
Mercury;Seuss;MEAA773N3324E;Named formation;Crater;AA;Theodor Seuss Geisel SEUSS;IAU approuved Apr 24, 2012;Author;United States;from United States;20;20 th century;???;1904;???;1991;???;33.24;33 ° 46 '  E;7.73;7 ° 16 ' N;H-10;63.5;63.5;38;38;Mercury;14972;Seuss;Seuss;Crater, craters;AA;63.5;7.73;33.24;8.37;7.08;34;32.49;Planetographic  +East  0 - 360;H-10;Theodor Seuss Geisel. American author and cartoonist (1904-1991).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Shakespeare;MEAA4779N20775W;Named formation;Crater;AA;William SHAKESPEARE;IAU approuved 1979;Poet;England;from England;17;17 th century;???;1564;???;1616;???;207.75;152 ° 15 '  W;47.79;47 ° 13 ' N;H-03;399.06;399.06;241;241;Mercury;5456;Shakespeare;Shakespeare;Crater, craters;AA;399.06;47.79;207.75;52.48;43.1;214.71;200.78;Planetographic  +East  0 - 360;H-03;William. English poet and dramatist (1564-1616).;Europe;England;Approved;1979;59;07/03/2011;
Mercury;Shelley;MEAA4760S23178W;Named formation;Crater;AA;Percy Bysshe SHELLEY;IAU approuved 1979;Poet;England;from England;18;18 th century;???;1792;???;1822;???;231.78;128 ° 13 '  W;-47.6;48 ° 36 ' S;H-12;170.98;170.98;103;103;Mercury;5483;Shelley;Shelley;Crater, craters;AA;170.98;-47.6;231.78;-45.59;-49.61;234.76;228.81;Planetographic  +East  0 - 360;H-12;Percy Bysshe. English poet (1792-1822).;Europe;England;Approved;1979;59;07/03/2011;
Mercury;Sher Gil;MEAA4525S13475E;Named formation;Crater;AA;Amrita SHER GIL;IAU approuved Nov 20, 2008;Painter;India;from India;20;20 th century;???;1913;???;1941;???;134.75;134 ° 15 '  E;-45.25;46 ° 15 ' S;H-13;76.56;76.56;46;46;Mercury;14520;Sher-Gil;Sher Gil;Crater, craters;AA;76.56;-45.25;134.75;-44.36;-46.15;136.03;133.47;Planetographic  +East  0 - 360;H-13;Amrita. Indian painter (1913-1941).;Asia;India;Approved;Nov 20, 2008;210;07/03/2011;
Mercury;Shevchenko;MEAA5355S31383W;Named formation;Crater;AA;Taras Hryhorovych SHEVCHENKO;IAU approuved 1976;Poet;Ukraine;from Ukraine;19;19 th century;???;1814;???;1861;???;313.83;46 ° 10 '  W;-53.55;54 ° 33 ' S;H-11;143.33;143.33;86;86;Mercury;5486;Shevchenko;Shevchenko;Crater, craters;AA;143.33;-53.55;313.83;-51.86;-55.23;316.66;310.99;Planetographic  +East  0 - 360;H-11;Taras Hryhorovych. Ukrainian poet (1814-1861).;Europe;Ukraine;Approved;1976;59;07/03/2011;
Mercury;Sholem Aleichem;MEAA5097N26951W;Named formation;Crater;AA; Yakov Rabinowitz aka SHOLEM ALEICHEM;IAU approuved 1979;Writer;Israel;from Israel;20;20 th century;???;1859;???;1916;???;269.51;90 ° 29 '  W;50.97;50 ° 2 ' N;H-03;195.57;195.57;118;118;Mercury;5495;Sholem Aleichem;Sholem Aleichem;Crater, craters;AA;195.57;50.97;269.51;53.27;48.68;273.16;265.86;Planetographic  +East  0 - 360;H-03;(Yakov Rabinowitz). Yiddish writer (1859-1916).;Asia;Jewish;Approved;1979;59;07/03/2011;
Mercury;Sibelius;MEAA4954S21475W;Named formation;Crater;AA;Jean SIBELIUS;IAU approuved 1985;Composer;Finland;from Finland;19;19 th century;???;1865;???;1957;???;214.75;145 ° 15 '  W;-49.54;50 ° 32 ' S;H-12;93.58;93.58;56;56;Mercury;5512;Sibelius;Sibelius;Crater, craters;AA;93.58;-49.54;214.75;-48.44;-50.63;216.45;213.06;Planetographic  +East  0 - 360;H-12;Jean. Finnish composer (1865-1957).;Europe;Finland;Approved;1985;59;07/03/2011;
Mercury;Simeiz Vallis;MEVA1289S29503W;Named formation;Valley;VA;SIMEIZ VALLIS;IAU approuved 1976;Radio telescope;Ukraine;from Ukraine;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Radio telescope facility, Crimea, Ukraine.;295.03;64 ° 58 '  W;-12.89;13 ° 53 ' S;H-06;127.57;??;77;??;Mercury;5538;Simeiz Vallis;Simeiz Vallis;Vallis, valles;VA;127.57;-12.89;295.03;-12.36;-13.64;296.54;293.88;Planetographic  +East  0 - 360;H-06;Radio telescope facility, Crimea, Ukraine.;Europe;Ukraine;Approved;1976;80;3/13/12;
Mercury;Simonides;MEAA2911S31521W;Named formation;Crater;AA;SIMONIDES;IAU approuved 1985;Poet;Greece;from Greece;-5;5 th century B.C.;???;556;???;468;???;315.21;44 ° 47 '  W;-29.11;30 ° 7 ' S;H-11;87.33;87.33;52;52;Mercury;5541;Simonides;Simonides;Crater, craters;AA;87.33;-29.11;315.21;-28.08;-30.13;316.39;314.04;Planetographic  +East  0 - 360;H-11;Greek lyric poet (556-468 B.C.).;Europe;Greek;Approved;1985;59;07/03/2011;
Mercury;Sinan;MEAA1552N32942W;Named formation;Crater;AA;Joseph NawahiSINAN;IAU approuved 1976;Architect;Turkey;from Turkey;16;16 th century;???;1489;???;1588;???;329.42;30 ° 35 '  W;15.52;15 ° 29 ' N;H-06;134.37;134.37;81;81;Mercury;5549;Sinan;Sinan;Crater, craters;AA;134.37;15.52;329.42;17.1;13.95;331.06;327.79;Planetographic  +East  0 - 360;H-06;Joseph. Turkish architect (1489-1588).;Asia;Turkey;Approved;1976;59;07/03/2011;
Mercury;Sinus Argiphontae;MEAL1000S2500E;Named formation;Albedo Feature;AL;SINUS ARGIPHONTAE;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;25;25 ° 0 '  E;-10;10 ° 0 ' S;H-10;??;??;??;??;Mercury;5560;[Sinus Argiphontae];Sinus Argiphontae;Albedo Feature;AL;0;-10;25;;;;;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Dropped;1976;60;07/03/2011;Name corrected to Solitudo Argiphontae.
Mercury;Smetana;MEAA4842S29003W;Named formation;Crater;AA;Bedrich SMETANA;IAU approuved 1985;Composer;Czechoslovakia;from Czechoslovakia;19;19 th century;???;1824;???;1884;???;290.03;69 ° 58 '  W;-48.42;49 ° 25 ' S;H-11;191.37;191.37;115;115;Mercury;5602;Smetana;Smetana;Crater, craters;AA;191.37;-48.42;290.03;-46.18;-50.67;293.42;286.64;Planetographic  +East  0 - 360;H-11;Bedrich. Czechoslovakian composer (1824-1884).;Europe;Czechoslovakia;Approved;1985;59;07/03/2011;
Mercury;Snorri;MEAA915S27677W;Named formation;Crater;AA;Sturluson SNORRI;IAU approuved 1976;Poet;Iceland;from Iceland;13;13 th century;???;1179;???;1241;???;276.77;83 ° 14 '  W;-9.15;10 ° 9 ' S;H-07;21.27;21.27;12;12;Mercury;5611;Snorri;Snorri;Crater, craters;AA;21.27;-9.15;276.77;-8.9;-9.4;277.02;276.51;Planetographic  +East  0 - 360;H-07;Sturluson. Icelandic saga writer and poet (1179-1241).;Europe;Iceland;Approved;1976;59;07/03/2011;
Mercury;Sobkou Planitia;MEPL3900N23198W;Named formation;Plain;PL;SOBKOU PLANITIA;IAU approuved 1976;God;;from ;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Messenger god.;231.98;128 ° 1 '  W;39;39 ° 0 ' N;H-03;1128.43;??;683;??;Mercury;5614;Sobkou Planitia;Sobkou Planitia;Planitia, planitiae;PL;1128.43;39;231.98;49.51;28.59;248.59;216.21;Planetographic  +East  0 - 360;H-03;Messenger god.;;;Approved;1976;80;07/03/2011;
Mercury;Solitudo Admetei;MEAL5500N27000W;Named formation;Albedo Feature;AL;SOLITUDO ADMETEI;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;270;90 ° 0 '  W;55;55 ° 0 ' N;;??;??;??;??;Mercury;5626;Solitudo Admetei;Solitudo Admetei;Albedo Feature;AL;0;55;270;;;;;Planetographic  +East  0 - 360;;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Alarum;MEAL1500S7000E;Named formation;Albedo Feature;AL;SOLITUDO ALARUM;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;70;70 ° 0 '  E;-15;15 ° 0 ' S;H-10;??;??;??;??;Mercury;5627;Solitudo Alarum;Solitudo Alarum;Albedo Feature;AL;0;-15;70;;;;;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Aphrodites;MEAL2500N7000E;Named formation;Albedo Feature;AL;SOLITUDO APHRODITES;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;70;70 ° 0 '  E;25;25 ° 0 ' N;H-05;??;??;??;??;Mercury;5628;Solitudo Aphrodites;Solitudo Aphrodites;Albedo Feature;AL;0;25;70;;;;;Planetographic  +East  0 - 360;H-05;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Argiphontae;MEAL1000S2500E;Named formation;Albedo Feature;AL;SOLITUDO ARGIPHONTAE;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;25;25 ° 0 '  E;-10;10 ° 0 ' S;H-10;??;??;??;??;Mercury;14796;Solitudo Argiphontae;Solitudo Argiphontae;Albedo Feature;AL;0;-10;25;;;;;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;1/28/11;Name corrected from Sinus Argiphontae.
Mercury;Solitudo Atlantis;MEAL3500S15000E;Named formation;Albedo Feature;AL;SOLITUDO ATLANTIS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;150;150 ° 0 '  E;-35;35 ° 0 ' S;H-13;??;??;??;??;Mercury;5629;Solitudo Atlantis;Solitudo Atlantis;Albedo Feature;AL;0;-35;150;;;;;Planetographic  +East  0 - 360;H-13;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Criophori;MEAL0N13000E;Named formation;Albedo Feature;AL;SOLITUDO CRIOPHORI;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;130;130 ° 0 '  E;0;0 ° 0 ' N;H-09;??;??;??;??;Mercury;5630;Solitudo Criophori;Solitudo Criophori;Albedo Feature;AL;0;0;130;;;;;Planetographic  +East  0 - 360;H-09;Albedo name for unimaged H-9 region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Helii;MEAL1000S18000W;Named formation;Albedo Feature;AL;SOLITUDO HELII;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;180;180 ° 0 '  E;-10;10 ° 0 ' S;H-08;??;??;??;??;Mercury;5631;Solitudo Helii;Solitudo Helii;Albedo Feature;AL;0;-10;180;;;;;Planetographic  +East  0 - 360;H-08;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Hermae Trismegisti;MEAL4500S31500W;Named formation;Albedo Feature;AL;SOLITUDO HERMAE TRISMEGISTI;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;315;45 ° 0 '  W;-45;45 ° 0 ' S;H-11;??;??;??;??;Mercury;5632;Solitudo Hermae Trismegisti;Solitudo Hermae Trismegisti;Albedo Feature;AL;0;-45;315;;;;;Planetographic  +East  0 - 360;H-11;Albedo name for H-11, Discovery region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Horarum;MEAL2500N24500W;Named formation;Albedo Feature;AL;SOLITUDO HORARUM;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;245;115 ° 0 '  W;25;25 ° 0 ' N;H-03;??;??;??;??;Mercury;5633;Solitudo Horarum;Solitudo Horarum;Albedo Feature;AL;0;25;245;;;;;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Iovis;MEAL0N0E;Named formation;Albedo Feature;AL;SOLITUDO IOVIS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;0;0 ° 0 '  E;0;0 ° 0 ' N;;??;??;??;??;Mercury;5634;Solitudo Iovis;Solitudo Iovis;Albedo Feature;AL;0;0;0;;;;;Planetographic  +East  0 - 360;;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Lycaonis;MEAL0N25300W;Named formation;Albedo Feature;AL;SOLITUDO LYCAONIS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;253;107 ° 0 '  W;0;0 ° 0 ' N;H-07;??;??;??;??;Mercury;5635;Solitudo Lycaonis;Solitudo Lycaonis;Albedo Feature;AL;0;0;253;;;;;Planetographic  +East  0 - 360;H-07;Albedo name for H-7, Beethoven region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Maiae;MEAL1500S20500W;Named formation;Albedo Feature;AL;SOLITUDO MAIAE;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;205;155 ° 0 '  W;-15;15 ° 0 ' S;H-08;??;??;??;??;Mercury;5636;Solitudo Maiae;Solitudo Maiae;Albedo Feature;AL;0;-15;205;;;;;Planetographic  +East  0 - 360;H-08;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Martis;MEAL3500S26000W;Named formation;Albedo Feature;AL;SOLITUDO MARTIS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;260;100 ° 0 '  W;-35;35 ° 0 ' S;H-12;??;??;??;??;Mercury;5637;Solitudo Martis;Solitudo Martis;Albedo Feature;AL;0;-35;260;;;;;Planetographic  +East  0 - 360;H-12;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Neptuni;MEAL3000N21000W;Named formation;Albedo Feature;AL;SOLITUDO NEPTUNI;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;210;150 ° 0 '  W;30;30 ° 0 ' N;H-03;??;??;??;??;Mercury;5638;Solitudo Neptuni;Solitudo Neptuni;Albedo Feature;AL;0;30;210;;;;;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Persephones;MEAL4100S13500E;Named formation;Albedo Feature;AL;SOLITUDO PERSEPHONES;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;135;135 ° 0 '  E;-41;41 ° 0 ' S;H-13;??;??;??;??;Mercury;5639;Solitudo Persephones;Solitudo Persephones;Albedo Feature;AL;0;-41;135;;;;;Planetographic  +East  0 - 360;H-13;Albedo name for unimaged H-13 region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Phoenicis;MEAL2500N13500E;Named formation;Albedo Feature;AL;SOLITUDO PHOENICIS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;135;135 ° 0 '  E;25;25 ° 0 ' N;H-04;??;??;??;??;Mercury;5640;Solitudo Phoenicis;Solitudo Phoenicis;Albedo Feature;AL;0;25;135;;;;;Planetographic  +East  0 - 360;H-04;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Solitudo Promethei;MEAL4500S21750W;Named formation;Albedo Feature;AL;SOLITUDO PROMETHEI;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;217.5;142 ° 30 '  W;-45;45 ° 0 ' S;H-12;??;??;??;??;Mercury;5641;Solitudo Promethei;Solitudo Promethei;Albedo Feature;AL;0;-45;217.5;;;;;Planetographic  +East  0 - 360;H-12;Albedo name for H-12, Michelangelo region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Sophocles;MEAA702S21408W;Named formation;Crater;AA;SOPHOCLES;IAU approuved 1976;Dramatist;Greece;from Greece;-5;5 th century B.C.;???;-496;???;-406;???;214.08;145 ° 55 '  W;-7.02;8 ° 1 ' S;H-08;142.11;142.11;86;86;Mercury;5650;Sophocles;Sophocles;Crater, craters;AA;142.11;-7.02;214.08;-5.35;-8.69;215.76;212.4;Planetographic  +East  0 - 360;H-08;Greek dramatist (c. 496-406 B.C.).;Europe;Greek;Approved;1976;59;07/03/2011;
Mercury;Sor Juana;MEAA5062N33443W;Named formation;Crater;AA;Ines de la Cruz SOR JUANA;IAU approuved 1979;Writer;Mexico;from Mexico;17;17 th century;???;1651;???;1695;???;334.43;25 ° 34 '  W;50.62;50 ° 23 ' N;H-02;102.56;102.56;62;62;Mercury;5651;Sor Juana;Sor Juana;Crater, craters;AA;102.56;50.62;334.43;51.82;49.41;336.33;332.53;Planetographic  +East  0 - 360;H-02;Ines de la Cruz. Mexican writer (1651-1695).;North America;Mexico;Approved;1979;80;07/03/2011;
Mercury;Soseki;MEAA3932N32129W;Named formation;Crater;AA;Natsume (Kinosaka) SOSEKI;IAU approuved 1985;Novelist;Japan;from Japan;20;20 th century;???;1867;???;1916;???;321.29;38 ° 43 '  W;39.32;39 ° 41 ' N;H-02;91.75;91.75;55;55;Mercury;5801;SÅseki;Soseki;Crater, craters;AA;91.75;39.32;321.29;40.39;38.24;322.68;319.9;Planetographic  +East  0 - 360;H-02;Natsume (Kinosaka). Japanese novelist (1867-1916).;Asia;Japan;Approved;1985;59;07/03/2011;
Mercury;Sotatsu;MEAA4871S34181W;Named formation;Crater;AA;Tawaraya SOTATSU;IAU approuved 1976;Artist;Japan;from Japan;17;17 th century;???;1600;???;1643;???;341.81;18 ° 11 '  W;-48.71;49 ° 43 ' S;H-11;156.5;156.5;94;94;Mercury;5802;SÅtatsu;Sotatsu;Crater, craters;AA;156.5;-48.71;341.81;-46.87;-50.55;344.59;339.02;Planetographic  +East  0 - 360;H-11;Tawaraya. Japanese artist (1600-1643).;Asia;Japan;Approved;1976;59;07/03/2011;
Mercury;Sousa;MEAA4675N141E;Named formation;Crater;AA;John Philip SOUSA;IAU approuved Apr 24, 2012;Composer;United States;from United States;20;20 th century;???;1854;???;1932;???;1.41;1 ° 35 '  E;46.75;46 ° 15 ' N;H-05;120.7;120.7;73;73;Mercury;14973;Sousa;Sousa;Crater, craters;AA;120.7;46.75;1.41;48.16;45.33;3.09;-0.27;Planetographic  +East  0 - 360;H-05;John Philip. American bandmaster and composer (1854-1932).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Spitteler;MEAA6918S29976W;Named formation;Crater;AA;Carl SPITTELER;IAU approuved 1976;Poet;Switzerland;from Switzerland;19;19 th century;???;1845;???;1924;???;299.76;60 ° 14 '  W;-69.18;70 ° 11 ' S;H-15;66.7;66.7;40;40;Mercury;5668;Spitteler;Spitteler;Crater, craters;AA;66.7;-69.18;299.76;-68.39;-69.96;301.96;297.55;Planetographic  +East  0 - 360;H-15;Carl. Swiss epic poet (1845-1924).;Europe;Switzerland;Approved;1976;59;07/03/2011;
Mercury;Steichen;MEAA1282S7713E;Named formation;Crater;AA;Edward  STEICHEN;IAU approuved Mar 3, 2010;Painter;U. S. A.;from U. S. A.;20;20 th century;???;1879;???;1973;???;77.13;77 ° 52 '  E;-12.82;13 ° 49 ' S;H-09;196.17;196.17;118;118;Mercury;14650;Steichen;Steichen;Crater, craters;AA;196.17;-12.82;77.13;-10.52;-15.12;79.49;74.77;Planetographic  +East  0 - 360;H-09;Edward. American photographer and painter (1879-1973).;North America;American;Approved;Mar 3, 2010;75;07/03/2011;
Mercury;Stevenson;MEAA196N21625W;Named formation;Crater;AA;Robert Louis STEVENSON;IAU approuved Apr 24, 2012;Author;Scotland;from Scotland;19;19 th century;???;1850;???;1894;???;216.25;143 ° 45 '  W;1.96;1 ° 2 ' N;H-07;134.07;134.07;81;81;Mercury;14974;Stevenson;Stevenson;Crater, craters;AA;134.07;1.96;216.25;3.33;0.58;217.83;214.68;Planetographic  +East  0 - 360;H-07;Robert Louis. Scottish author (1850-1894).;Europe;Scotland;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Stieglitz;MEAA7300N6594E;Named formation;Crater;AA;Alfred STIEGLITZ;IAU approuved Feb 27, 2012;Photographer;United States;from United States;20;20 th century;???;1864;???;1946;???;65.94;65 ° 4 '  E;73;73 ° 0 ' N;H-01;100;100;60;60;Mercury;14928;Stieglitz;Stieglitz;Crater, craters;AA;100;73;65.94;74.2;71.77;70.61;61.17;Planetographic  +East  0 - 360;H-01;Alfred. American photographer (1864-1946).;North America;United States;Approved;Feb 27, 2012;75;2/27/12;
Mercury;Stravinsky;MEAA5197N28109W;Named formation;Crater;AA;Igor Fyodorovich STRAVINSKY;IAU approuved 1979;Composer;Russia;from Russia;20;20 th century;???;1882;???;1971;???;281.09;78 ° 55 '  W;51.97;51 ° 2 ' N;H-02;129.07;129.07;78;78;Mercury;5723;Stravinsky;Stravinsky;Crater, craters;AA;129.07;51.97;281.09;53.48;50.45;283.55;278.63;Planetographic  +East  0 - 360;H-02;Igor Fyodorovich. Russian-born American composer (1882-1971).;Europe;Russia;Approved;1979;59;07/03/2011;
Mercury;Strindberg;MEAA5321N22344W;Named formation;Crater;AA;August STRINDBERG;IAU approuved 1979;Novelist;Sweden;from Sweden;20;20 th century;???;1849;???;1912;???;223.44;136 ° 34 '  W;53.21;53 ° 47 ' N;H-03;189.14;189.14;114;114;Mercury;5726;Strindberg;Strindberg;Crater, craters;AA;189.14;53.21;223.44;55.44;50.99;227.15;219.73;Planetographic  +East  0 - 360;H-03;August. Swedish playwright, novelist, and short-story writer (1849-1912).;Europe;Sweden;Approved;1979;59;07/03/2011;
Mercury;Suisei Planitia;MEPL6088N21219W;Named formation;Plain;PL;SUISEI PLANITIA;IAU approuved 1976;;Japan;from Japan;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Japanese word for the planet Mercury.;212.19;147 ° 49 '  W;60.88;60 ° 7 ' N;H-03;568.53;??;344;??;Mercury;5750;Suisei Planitia;Suisei Planitia;Planitia, planitiae;PL;568.53;60.88;212.19;67.7;54.41;219.77;203.56;Planetographic  +East  0 - 360;H-03;Japanese word for the planet Mercury.;Asia;Japan;Approved;1976;80;07/03/2011;
Mercury;Sullivan;MEAA1601S27304W;Named formation;Crater;AA;Louis SULLIVAN;IAU approuved 1976;Architect;U. S. A.;from U. S. A.;20;20 th century;???;1856;???;1924;???;273.04;86 ° 58 '  W;-16.01;17 ° 1 ' S;H-07;153.23;153.23;92;92;Mercury;5755;Sullivan;Sullivan;Crater, craters;AA;153.23;-16.01;273.04;-14.21;-17.81;274.91;271.17;Planetographic  +East  0 - 360;H-07;Louis. American architect (1856-1924).;North America;American;Approved;1976;59;07/03/2011;
Mercury;Sur Das;MEAA4686S26629W;Named formation;Crater;AA;SUR DAS;IAU approuved 1979;Poet;India;from India;15;15 th century;???;1483;???;1563;???;266.29;93 ° 43 '  W;-46.86;47 ° 52 ' S;H-12;131.32;131.32;79;79;Mercury;5804;SÅ«r DÄs;Sur Das;Crater, craters;AA;131.32;-46.86;266.29;-45.31;-48.4;268.54;264.03;Planetographic  +East  0 - 360;H-12;Indian poet (1483-1563).;Asia;India;Approved;1979;59;07/03/2011;
