BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Ganymede;LUGALMESLAM;GAAA2380N16620;Formation nommée;Cratère;AA;LUGALMESLAM;Approuvé par l'UAI en 1997;Dieu;Sumer;sumérien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu du monde souterrain.;166.2;166 ° 12 ' ;23.8;23 ° 48 '  Nord;65.1;65.1;Ganymede;3510;Lugalmeslam;Lugalmeslam;Crater, craters;AA;65.1;23.8;166.2;24.4;23.1;166.9;165.4;Planetographic  +East  0 - 360;;Sumerian god of the underworld.;Asia;Sumerian;Approved;1997;27;10.01.2006;
Ganymede;LUMHA;GAAA3600N20570;Formation nommée;Cratère;AA;LUMHA;Approuvé par l'UAI en 1985;Dieu;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Titre d'Elki en temps que patron des chanteurs. Egalement prêtre babylonien.;205.7;205 ° 42 ' ;36;36 ° 0 '  Nord;57.8;57.8;Ganymede;3514;Lumha;Lumha;Crater, craters;AA;57.8;36;205.7;36.6;35.4;206.4;205;Planetographic  +East  0 - 360;;Title of Enki as patron of singers. also Babylonian priest.;Asia;Assyro-Babylonian;Approved;1985;27;10.01.2006;
Ganymede;MAA;GAAA130N15640;Formation nommée;Cratère;AA;MAA;Approuvé par l'UAI en 1997;Dieu;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu du sens de la vue.;156.4;156 ° 24 ' ;1.3;1 ° 18 '  Nord;31.7;31.7;Ganymede;3546;Maa;Maa;Crater, craters;AA;31.7;1.3;156.4;1.7;1;156.7;156.1;Planetographic  +East  0 - 360;;Egyptian god of the sense of sight.;Africa;Egypt;Approved;1997;143;10.01.2006;
Ganymede;MARIUS REGIO;GARE680N17880;Formation nommée;Large région géographique;RE;Simon MARIUS;Approuvé par l'UAI en 1979;Astronome;Allemagne;allemand;16;16ème siècle;1570;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède.;178.8;178 ° 48 ' ;6.8;6 ° 48 '  North;4000;???;Ganymede;3716;Marius Regio;Marius Regio;Regio, regiones;RE;4000;6.8;178.8;47;-23;217;137.3;Planetographic  +East  0 - 360;;Simon. German astronomer (1570-1624).;Europe;Germany;Approved;1979;68;10.01.2006;
Ganymede;MASHU SULCUS;GASU2980N15430;Formation nommée;Sillons & crêtes parallèles;SU;MASHU SULCUS;Approuvé par l'UAI en 1979;Non applicable;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Montagne à deux pics où les vents se lèvent.;154.3;154 ° 18 ' ;29.8;29 ° 48 '  Nord;2960;???;Ganymede;3739;Mashu Sulcus;Mashu Sulcus;Sulcus, sulci;SU;2960;29.8;154.3;51;14.9;184.2;118.6;Planetographic  +East  0 - 360;;Assyro-Babylonian. mountain with twin peaks where sun rose and set.;Asia;Assyro-Babylonian;Approved;1979;22;10.01.2006;
Ganymede;MEHIT;GAAA2900N19560;Formation nommée;Cratère;AA;MEHIT;Approuvé par l'UAI en 1985;Déesse;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Déesse à tête de lion, femme d'Anhur.;195.6;195 ° 36 ' ;29;29 ° 0 '  Nord;47.2;47.2;Ganymede;3804;Mehit;Mehit;Crater, craters;AA;47.2;29;195.6;29.5;28.5;196.2;195.1;Planetographic  +East  0 - 360;;Egyptian lion-headed goddess. Anhur's wife.;Africa;Egypt;Approved;1985;27;10.01.2006;
Ganymede;MELKART;GAAA990S17380;Formation nommée;Cratère;AA;MELKART;Approuvé par l'UAI en 1979;Dieu;Phénicie;phénicien;Non applicable;Non applicable;Non applicable;Non applicable;Divinité de Tyre.;173.8;173 ° 48 ' ;-9.9;9 ° 54 '  Sud;105;105;Ganymede;3820;Melkart;Melkart;Crater, craters;AA;105;-9.9;173.8;-8.8;-10.9;175.1;172.7;Planetographic  +East  0 - 360;;Phoenician. divinity of Tyre.;Asia;Phoenician;Approved;1979;1;10.01.2006;
Ganymede;MEMPHIS FACULA;GAFA1410N22810;Formation nommée;Tache brillante;FA;MEMPHIS FACULA;Approuvé par l'UAI en 1985;Non applicable;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Ancienne capitale du Royaume du Sud de l'Egypte.;228.1;228 ° 6 ' ;14.1;14 ° 6 '  Nord;361;???;Ganymede;3829;Memphis Facula;Memphis Facula;Facula, faculae;FA;361;14.1;228.1;18;10.4;232.2;224.1;Planetographic  +East  0 - 360;;Ancient capitol of lower kingdom.;Africa;Egypt;Approved;1985;1;10.01.2006;
Ganymede;MENHIT;GAAA3650S21950;Formation nommée;Cratère;AA;MENHIT;Approuvé par l'UAI en 2006;Déesse;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Lion égyptien et déesse de la guerre.;219.5;219 ° 30 ' ;-36.5;36 ° 30 '  Sud;140;140;Ganymede;14133;Menhit;Menhit;Crater, craters;AA;140;-36.5;219.5;-35;-37.8;221.1;218;Planetographic  +East  0 - 360;;Egyptian lion and war goddess.;Africa;Egypt;Approved;2006;127;10.01.2006;
Ganymede;MIN;GAAA2920N35880;Formation nommée;Cratère;AA;MIN;Approuvé par l'UAI en 1988;Dieu;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de la fertilité.;358.8;358 ° 48 ' ;29.2;29 ° 12 '  Nord;33.1;33.1;Ganymede;3908;Min;Min;Crater, craters;AA;33.1;29.2;358.8;29.6;28.9;359.2;358.4;Planetographic  +East  0 - 360;;Egyptian fertility god.;Africa;Egypt;Approved;1988;1;10.01.2006;
Ganymede;MIR;GAAA330S12970;Formation nommée;Cratère;AA;MIR;Approuvé par l'UAI en 1985;Dieu;Aramée;sémite;Non applicable;Non applicable;Non applicable;Non applicable;Dieu sémite du vent.;129.7;129 ° 42 ' ;-3.3;3 ° 18 '  Sud;8;8;Ganymede;3918;Mir;Mir;Crater, craters;AA;8;-3.3;129.7;-3.2;-3.4;129.9;129.6;Planetographic  +East  0 - 360;;West Semitic god of wind.;Asia;Semitic;Approved;1985;27;10.01.2006;
Ganymede;MISHARU;GAAA440S2410;Formation nommée;Cratère;AA;MISHARU;Approuvé par l'UAI en 1985;Dieu;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de la loi.;24.1;24 ° 6 ' ;-4.4;4 ° 24 '  Sud;88;88;Ganymede;3925;Misharu;Misharu;Crater, craters;AA;88;-4.4;24.1;-3.4;-5.2;25;23.1;Planetographic  +East  0 - 360;;Assyro-Babylonian god of law.;Asia;Assyro-Babylonian;Approved;1985;1;10.01.2006;
Ganymede;MONT;GAAA4460N4810;Formation nommée;Cratère;AA;MONT;Approuvé par l'UAI en 1997;Dieu;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de la guerre à Thèbes.;48.1;48 ° 6 ' ;44.6;44 ° 36 '  Nord;15;15;Ganymede;3999;Mont;Mont;Crater, craters;AA;15;44.6;48.1;44.8;44.5;48.3;47.8;Planetographic  +East  0 - 360;;Theban war god.;Africa;Egypt;Approved;1997;1;10.01.2006;
Ganymede;MOR;GAAA3050N3260;Formation nommée;Cratère;AA;MOR;Approuvé par l'UAI en 1979;Dieu;Phénicie;phénicien;Non applicable;Non applicable;Non applicable;Non applicable;Esprit des moissons.;32.6;32 ° 36 ' ;30.5;30 ° 30 '  Nord;41.3;41.3;Ganymede;4030;Mor;Mor;Crater, craters;AA;41.3;30.5;32.6;31;30.1;33.2;32.1;Planetographic  +East  0 - 360;;Phoenician. spirit of the harvest.;Asia;Phoenician;Approved;1979;1;10.01.2006;
Ganymede;MOT;GAAA990N19410;Formation nommée;Cratère;AA;MOT;Approuvé par l'UAI en 1997;Dieu;Phénicie;phénicien;Non applicable;Non applicable;Non applicable;Non applicable;Esprit des moissons. Un des fils d'El.;194.1;194 ° 6 ' ;9.9;9 ° 54 '  Nord;23.3;23.3;Ganymede;4051;Mot;Mot;Crater, craters;AA;23.3;9.9;194.1;10.2;9.7;194.3;193.8;Planetographic  +East  0 - 360;;Spirit of the harvest, one of the sons of El.;Asia;Phoenician;Approved;1997;1;10.01.2006;
Ganymede;MUSH;GAAA1510S24520;Formation nommée;Cratère;AA;MUSH;Approuvé par l'UAI en 1985;Dieu;Sumer;sumérien;Non applicable;Non applicable;Non applicable;Non applicable;Divinité mâle moitié humaine, moitié serpent.;245.2;245 ° 12 ' ;-15.1;15 ° 6 '  Sud;99.3;99.3;Ganymede;4078;Mush;Mush;Crater, craters;AA;99.3;-15.1;245.2;-14.2;-16.1;246.4;244.1;Planetographic  +East  0 - 360;;Sumerian male deity. upper parts are human, lower parts a serpent.;Asia;Sumerian;Approved;1985;27;10.01.2006;
Ganymede;MYSIA SULCI;GASU700S35210;Formation nommée;Sillons & crêtes parallèles;SU;MYSIA SULCI;Approuvé par l'UAI en 1979;Non applicable;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Endroit où Ganymède fût enlevé par Jupiter qui s'était changé en aigle.;352.1;352 ° 6 ' ;-7;7 ° 0 '  Sud;5066;???;Ganymede;4089;Mysia Sulci;Mysia Sulci;Sulcus, sulci;SU;5066;-7;352.1;18.2;-29;304.6;47;Planetographic  +East  0 - 360;;Greek. where Ganymede was abducted by an eagle.;Europe;Greek;Approved;1979;1;10.01.2006;
Ganymede;NABU;GAAA4540S35880;Formation nommée;Cratère;AA;NABU;Approuvé par l'UAI en 1979;Dieu;Sumer;sumérien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de l'activité intellectuelle.;358.8;358 ° 48 ' ;-45.4;45 ° 24 '  Sud;40;40;Ganymede;4100;Nabu;Nabu;Crater, craters;AA;40;-45.4;358.8;-44.9;-45.8;359.4;358.1;Planetographic  +East  0 - 360;;Sumerian god of intellectual activity.;Asia;Sumerian;Approved;1979;1;10.01.2006;
Ganymede;NAH-HUNTE;GAAA1780S27480;Formation nommée;Cratère;AA;NAH HUNTE;Approuvé par l'UAI en 2000;Dieu;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de la lumière et de la justice.;274.8;274 ° 48 ' ;-17.8;17 ° 48 '  Sud;49.4;49.4;Ganymede;4109;Nah-Hunte;Nah Hunte;Crater, craters;AA;49.4;-17.8;274.8;-17.3;-18.3;275.3;274.3;Planetographic  +East  0 - 360;;Elamite god of light and justice.;Asia;Assyro-Babylonian;Approved;2000;1;10.01.2006;
Ganymede;NAMTAR;GAAA5830S1920;Formation nommée;Cratère;AA;NAMTAR;Approuvé par l'UAI en 1979;Dieu;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Démon de la peste.;19.2;19 ° 12 ' ;-58.3;58 ° 18 '  Sud;49.2;49.2;Ganymede;4132;Namtar;Namtar;Crater, craters;AA;49.2;-58.3;19.2;-57.8;-58.8;20.2;18.2;Planetographic  +East  0 - 360;;Assyro-Babylonian plague demon.;Asia;Assyro-Babylonian;Approved;1979;1;10.01.2006;
Ganymede;NANNA;GAAA1760S11810;Formation nommée;Cratère;AA;NANNA;Approuvé par l'UAI en 1985;Démon;Sumer;sumérien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de la Lune et de la sagesse.;118.1;118 ° 6 ' ;-17.6;17 ° 36 '  Sud;56;56;Ganymede;4141;Nanna;Nanna;Crater, craters;AA;56;-17.6;118.1;-17.1;-18.2;118.7;117.4;Planetographic  +East  0 - 360;;Sumerian moon god. god of wisdom.;Asia;Sumerian;Approved;1985;27;10.01.2006;
Ganymede;NANSHE CATENA;GACA1540N710;Formation nommée;Chaîne de cratères;CA;NANSHE CATENA;Approuvé par l'UAI en 1997;Déesse;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Déesse des sources et des canaux, fille d'Enki.;7.1;7 ° 6 ' ;15.4;15 ° 24 '  Nord;103.8;???;Ganymede;4145;Nanshe Catena;Nanshe Catena;Catena, catenae;CA;103.8;15.4;7.1;16.5;14.3;7.7;6.4;Planetographic  +East  0 - 360;;Goddess of springs and canals, daughter of Enki.;Asia;Assyro-Babylonian;Approved;1997;1;10.01.2006;
Ganymede;NEFERTUM;GAAA4430N3890;Formation nommée;Cratère;AA;NEFERTUM;Approuvé par l'UAI en 1997;Dieu;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Fils divin de la triade de Memphis, également fils de Ptah.;38.9;38 ° 54 ' ;44.3;44 ° 18 '  Nord;28.7;28.7;Ganymede;4191;Nefertum;Nefertum;Crater, craters;AA;28.7;44.3;38.9;44.7;44;39.4;38.5;Planetographic  +East  0 - 360;;Original divine son of the Memphis triad, son of Ptah.;Africa;Egypt;Approved;1997;1;10.01.2006;
Ganymede;NEHEH;GAAA7210N29750;Formation nommée;Cratère;AA;NEHEH;Approuvé par l'UAI en 1985;Dieu;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de l'éternité.;297.5;297 ° 30 ' ;72.1;72 ° 6 '  Nord;54;54;Ganymede;4194;Neheh;Neheh;Crater, craters;AA;54;72.1;297.5;72.7;71.5;299.5;295.3;Planetographic  +East  0 - 360;;Egyptian god of eternity.;Africa;Egypt;Approved;1985;27;10.01.2006;
Ganymede;NEITH;GAAA2940N35300;Formation nommée;Cratère;AA;NEITH;Approuvé par l'UAI en 1988;Déesse;Egypte;égyptien;Non applicable;Non applicable;Non applicable;Non applicable;Déesse guerrière également déesse des arts locaux.;353;353 ° 0 ' ;29.4;29 ° 24 '  Nord;87.6;87.6;Ganymede;4197;Neith;Neith;Crater, craters;AA;87.6;29.4;353;30.3;28.5;353.9;351.8;Planetographic  +East  0 - 360;;Egyptian warrior goddess. goddess of domestic arts.;Africa;Egypt;Approved;1988;1;10.01.2006;
Ganymede;NERGAL;GAAA3860N15970;Formation nommée;Cratère;AA;NERGAL;Approuvé par l'UAI en 1997;Dieu;Assyrie & Babylone;Assyro-Babylonien;Non applicable;Non applicable;Non applicable;Non applicable;Roi du monde souterrain.;159.7;159 ° 42 ' ;38.6;38 ° 36 '  Nord;9.6;9.6;Ganymede;4215;Nergal;Nergal;Crater, craters;AA;9.6;38.6;159.7;38.7;38.5;159.8;159.5;Planetographic  +East  0 - 360;;Assyro-babylonian king of the underworld.;Asia;Assyro-Babylonian;Approved;1997;1;10.01.2006;
